DR,A%,DF%,1stIn,1st%,2nd%
0.77,13.9%,1.6%,51.6%,84.1%,50.8%
0.79,4.4%,4.4%,54.4%,73.0%,61.3%
1.97,11.5%,3.8%,57.7%,83.3%,68.2%
0.53,5.7%,4.5%,62.5%,58.2%,42.4%
2.14,3.7%,3.7%,53.7%,89.7%,68.0%
1.01,1.9%,1.0%,60.0%,74.6%,52.4%
0.49,1.5%,5.9%,48.5%,60.6%,37.1%
0.42,6.6%,3.9%,52.6%,70.0%,44.4%
1.28,8.9%,0.0%,66.1%,86.5%,52.6%
0.89,9.5%,2.1%,58.9%,55.4%,61.5%
0.29,3.6%,3.6%,60.7%,47.1%,54.5%
1.63,7.8%,2.0%,60.8%,80.6%,60.0%
1.41,9.8%,3.3%,50.8%,67.7%,60.0%
0.72,7.0%,2.3%,60.5%,57.7%,52.9%
0.42,2.0%,2.0%,72.5%,59.5%,50.0%
1.46,17.5%,3.2%,71.4%,75.6%,77.8%
1.43,18.5%,1.5%,63.1%,80.5%,54.2%
2.53,25.0%,2.3%,68.2%,90.0%,64.3%
1.08,5.4%,5.4%,55.9%,82.7%,58.5%
0.87,7.8%,1.6%,53.1%,73.5%,63.3%
1.21,13.3%,0.0%,56.0%,85.7%,54.5%
0.27,3.2%,1.6%,69.8%,47.7%,57.9%
0.86,5.9%,0.0%,69.6%,73.2%,41.9%
1.57,8.1%,0.0%,75.8%,72.3%,80.0%
0.42,1.9%,0.0%,61.5%,50.0%,50.0%
0.88,9.0%,4.0%,55.0%,70.9%,44.4%
1.18,14.1%,3.1%,45.3%,82.8%,54.3%
2.26,8.9%,4.4%,68.9%,87.1%,64.3%
0.89,5.5%,1.1%,64.8%,64.4%,50.0%
0.88,7.0%,2.3%,65.6%,61.9%,52.3%
0.88,3.8%,1.0%,57.7%,76.7%,52.3%
0.95,3.1%,7.3%,38.5%,89.2%,45.8%
0.53,7.4%,3.2%,64.2%,63.9%,47.1%
1.66,5.9%,0.0%,51.0%,84.6%,76.0%
0.89,10.6%,7.7%,55.8%,74.1%,56.5%
1.44,20.4%,3.2%,61.3%,80.7%,55.6%
0.73,3.2%,3.2%,61.9%,59.0%,62.5%
0.66,5.7%,0.0%,71.4%,72.0%,45.0%
0.62,4.2%,1.4%,57.7%,58.5%,53.3%
1.17,15.3%,2.8%,59.7%,79.1%,69.0%
0.74,3.9%,0.0%,62.7%,68.8%,42.1%
1.50,7.3%,5.5%,56.4%,83.9%,45.8%
1.76,6.1%,6.1%,42.9%,76.2%,60.7%
0.49,3.7%,5.6%,51.9%,60.7%,46.2%
0.88,8.0%,3.6%,62.3%,73.3%,40.4%
1.00,4.5%,0.9%,60.7%,72.1%,59.1%
1.73,7.8%,2.0%,72.5%,83.8%,50.0%
1.76,9.6%,1.9%,48.1%,80.0%,63.0%
0.36,7.9%,2.2%,70.8%,68.3%,42.3%
1.03,5.0%,2.1%,51.4%,76.4%,52.9%
1.38,9.9%,3.3%,69.4%,78.6%,64.9%
1.39,15.6%,3.1%,67.2%,83.7%,52.4%
1.17,5.7%,8.6%,61.4%,79.1%,44.4%
0.87,6.5%,3.2%,56.5%,71.4%,51.9%
1.42,6.3%,6.3%,60.3%,81.6%,64.0%
1.38,8.9%,0.0%,73.2%,73.2%,66.7%
0.69,8.1%,5.4%,58.1%,55.8%,45.2%
1.35,9.6%,4.1%,67.1%,77.6%,70.8%
1.14,11.6%,1.2%,65.1%,73.2%,46.7%
1.51,8.5%,1.7%,69.5%,82.9%,55.6%
2.50,5.3%,0.0%,60.5%,82.6%,73.3%
4.35,17.5%,0.0%,67.5%,92.6%,84.6%
0.78,1.9%,4.9%,59.2%,67.2%,54.8%
1.26,7.6%,1.5%,60.6%,70.0%,57.7%
0.98,5.3%,3.2%,60.0%,70.2%,44.7%
0.75,1.3%,2.6%,56.6%,58.1%,42.4%
0.52,0.0%,0.0%,55.9%,42.1%,33.3%
2.20,9.1%,2.3%,45.5%,85.0%,70.8%
1.44,6.2%,6.2%,51.9%,85.7%,61.5%
0.64,5.4%,1.8%,62.5%,54.3%,28.6%
0.93,7.8%,1.0%,64.7%,72.7%,58.3%
0.73,4.5%,3.0%,56.7%,65.8%,31.0%
0.72,5.1%,2.5%,64.6%,64.7%,50.0%
0.98,14.7%,1.3%,57.3%,81.4%,46.9%
0.66,5.4%,4.3%,63.0%,63.8%,50.0%
1.39,9.6%,5.8%,62.5%,89.2%,59.0%
0.41,9.1%,3.6%,65.5%,72.2%,26.3%
1.54,11.8%,0.0%,69.7%,83.0%,60.9%
1.62,10.6%,4.3%,59.6%,75.0%,63.2%
2.55,5.0%,2.5%,70.0%,82.1%,75.0%
0.44,4.0%,2.0%,53.0%,67.9%,46.8%
2.05,17.8%,0.0%,64.4%,69.0%,87.5%
1.97,19.6%,3.6%,46.4%,92.3%,66.7%
1.45,5.9%,1.5%,54.4%,86.5%,67.7%
0.82,3.6%,2.4%,63.9%,64.2%,60.0%
1.18,4.5%,1.1%,71.9%,70.3%,52.0%
0.92,12.6%,2.9%,50.5%,73.1%,60.8%
1.22,5.6%,3.3%,62.2%,76.8%,44.1%
0.65,2.0%,0.0%,58.0%,62.1%,57.1%
1.38,32.3%,0.0%,82.3%,86.3%,36.4%
