DR,A%,DF%,1stIn,1st%,2nd%
0.94,12.7%,1.7%,66.1%,73.1%,57.5%
2.26,12.8%,0.0%,71.8%,75.0%,63.6%
1.02,5.8%,1.2%,69.8%,80.0%,61.5%
1.80,11.8%,2.0%,68.6%,77.1%,62.5%
0.47,4.5%,0.0%,62.1%,58.5%,44.0%
1.27,1.4%,1.4%,44.9%,77.4%,55.3%
1.37,14.8%,1.9%,57.4%,77.4%,56.5%
0.89,2.6%,0.0%,66.2%,66.7%,42.3%
0.72,4.0%,0.0%,74.0%,64.9%,53.8%
1.54,7.1%,3.6%,50.0%,85.7%,60.7%
0.84,5.9%,3.9%,62.7%,62.5%,47.4%
1.75,4.1%,2.0%,63.3%,67.7%,77.8%
0.75,13.2%,5.8%,55.4%,67.2%,48.1%
0.86,6.1%,3.0%,66.7%,79.5%,31.8%
1.05,7.1%,3.5%,55.3%,66.0%,57.9%
1.73,16.7%,6.3%,68.8%,69.7%,46.7%
0.96,5.0%,7.5%,50.0%,60.0%,50.0%
0.88,9.9%,4.2%,60.6%,65.1%,39.3%
2.83,7.1%,2.4%,59.5%,92.0%,76.5%
0.72,8.9%,3.6%,58.9%,66.7%,26.1%
2.96,13.0%,0.0%,65.2%,93.3%,75.0%
2.73,8.1%,5.4%,51.4%,89.5%,66.7%
0.59,8.8%,0.0%,57.5%,69.6%,38.2%
1.06,9.7%,2.8%,65.3%,70.2%,36.0%
1.52,16.9%,3.4%,54.2%,81.3%,63.0%
1.06,12.3%,2.7%,53.4%,74.4%,58.8%
0.90,3.4%,6.8%,63.6%,55.4%,34.4%
2.13,4.4%,4.4%,51.1%,82.6%,68.2%
1.17,7.2%,3.1%,50.5%,69.4%,56.3%
0.57,1.9%,3.7%,70.4%,44.7%,37.5%
1.25,0.0%,1.2%,65.5%,63.6%,58.6%
1.78,13.0%,4.3%,63.0%,72.4%,64.7%
0.84,4.0%,2.0%,56.4%,66.7%,45.5%
0.71,10.0%,2.5%,57.5%,69.6%,47.1%
1.02,10.8%,5.0%,63.3%,69.7%,45.5%
1.36,4.5%,6.1%,62.1%,90.2%,40.0%
0.75,9.1%,3.9%,51.9%,65.0%,51.4%
0.51,2.1%,2.1%,58.3%,53.6%,40.0%
1.95,2.2%,2.2%,75.6%,79.4%,45.5%
1.34,4.7%,3.1%,60.9%,74.4%,56.0%
1.01,12.9%,1.4%,63.3%,68.2%,52.9%
0.91,4.3%,3.2%,46.2%,69.8%,60.0%
1.78,12.2%,0.0%,59.2%,89.7%,50.0%
0.46,3.3%,0.0%,63.3%,65.8%,31.8%
1.13,3.6%,3.6%,58.2%,68.8%,58.7%
1.10,1.0%,0.0%,65.3%,67.2%,47.1%
1.96,0.0%,0.0%,68.1%,71.9%,80.0%
1.86,4.1%,4.1%,59.2%,79.3%,65.0%
0.95,4.0%,1.6%,62.9%,57.7%,39.1%
1.53,7.7%,1.9%,57.7%,83.3%,45.5%
0.95,8.7%,1.0%,64.4%,68.7%,43.2%
1.37,0.0%,0.0%,68.4%,71.8%,66.7%
1.31,4.9%,1.2%,56.8%,73.9%,57.1%
1.73,9.6%,1.9%,53.8%,82.1%,58.3%
1.17,4.2%,1.4%,63.4%,75.6%,30.8%
1.85,12.2%,0.0%,63.3%,67.7%,83.3%
1.57,6.2%,3.1%,60.0%,84.6%,65.4%
0.93,3.1%,0.0%,57.8%,70.3%,51.9%
1.72,4.1%,0.0%,63.3%,83.9%,38.9%
0.30,6.3%,3.1%,71.9%,71.7%,33.3%
1.29,17.1%,2.9%,62.9%,75.0%,53.8%
0.82,12.9%,1.4%,60.0%,85.7%,57.1%
1.70,5.7%,1.9%,58.5%,80.6%,59.1%
0.40,3.8%,3.8%,64.2%,52.9%,26.3%
0.81,10.2%,7.4%,56.5%,67.2%,38.3%
1.36,12.2%,2.0%,58.2%,78.9%,51.2%
2.46,11.4%,1.4%,67.1%,87.2%,69.6%
1.50,25.4%,0.0%,69.5%,75.6%,61.1%
1.84,7.1%,0.0%,69.0%,75.9%,53.8%
2.64,11.4%,0.0%,70.5%,90.3%,69.2%
0.88,2.9%,2.9%,62.1%,76.6%,33.3%
1.17,12.4%,1.0%,72.2%,78.6%,55.6%
1.05,15.4%,5.1%,57.7%,82.2%,39.4%
1.44,10.5%,5.3%,64.9%,81.1%,65.0%
0.79,3.2%,3.2%,63.2%,59.5%,58.7%
0.67,7.6%,1.5%,62.1%,58.5%,36.0%
2.07,4.0%,2.0%,62.0%,74.2%,63.2%
2.02,10.0%,7.5%,65.0%,80.8%,57.1%
0.47,0.0%,0.0%,63.5%,67.5%,56.5%
1.21,1.4%,5.6%,63.4%,66.7%,53.8%
0.94,2.7%,2.7%,69.6%,60.3%,52.9%
0.61,0.0%,5.2%,65.5%,57.9%,35.0%
3.63,5.4%,2.7%,51.4%,100.0%,72.2%
1.32,0.0%,7.8%,51.9%,57.5%,62.2%
0.80,3.6%,3.6%,65.5%,66.7%,36.8%
0.71,7.6%,4.5%,51.5%,64.7%,43.8%
0.71,3.8%,1.9%,55.2%,58.6%,59.6%
0.68,1.6%,4.9%,59.0%,52.8%,60.0%
0.81,4.3%,2.2%,63.0%,58.6%,47.1%
1.16,3.1%,7.2%,66.0%,76.6%,51.5%
1.33,3.4%,1.7%,77.6%,73.3%,61.5%
1.28,5.9%,1.5%,61.8%,61.9%,57.7%
0.46,3.3%,6.6%,66.9%,63.0%,52.5%
1.28,1.5%,1.5%,67.6%,69.6%,68.2%
1.72,2.0%,8.2%,59.2%,86.2%,60.0%
1.47,3.2%,1.6%,61.3%,81.6%,58.3%
0.79,2.6%,0.9%,72.8%,57.8%,38.7%
1.25,0.0%,1.3%,57.9%,68.2%,56.3%
1.25,1.3%,3.8%,60.8%,70.8%,51.6%
1.25,7.1%,7.1%,51.4%,72.2%,50.0%
0.90,1.4%,4.3%,52.9%,59.5%,51.5%
1.41,4.8%,3.2%,45.2%,78.6%,58.8%
1.62,12.2%,6.1%,61.2%,76.7%,52.6%
1.05,4.1%,3.1%,64.9%,73.0%,47.1%
0.55,1.1%,4.3%,61.3%,59.6%,36.1%
1.34,7.0%,0.0%,65.1%,64.3%,66.7%
1.10,4.9%,0.0%,56.1%,73.9%,55.6%
1.16,3.9%,3.9%,56.6%,76.7%,42.4%
0.84,8.1%,1.4%,64.9%,60.4%,26.9%
1.97,0.0%,2.4%,40.5%,64.7%,76.0%
0.85,0.0%,4.8%,63.1%,49.1%,51.6%
1.56,7.4%,0.0%,53.7%,82.8%,56.0%
1.67,3.3%,6.6%,47.5%,79.3%,62.5%
0.72,0.0%,1.8%,63.6%,74.3%,45.0%
0.72,1.3%,1.3%,73.4%,50.0%,42.9%
1.24,3.1%,1.5%,64.6%,71.4%,43.5%
1.53,1.6%,3.3%,75.4%,71.7%,53.3%
0.73,4.6%,3.1%,53.8%,65.7%,46.7%
1.72,9.4%,3.8%,49.1%,84.6%,59.3%
1.47,7.0%,1.8%,57.9%,81.8%,50.0%
1.13,4.0%,2.7%,58.7%,68.2%,51.6%
0.79,4.4%,1.5%,63.2%,65.1%,60.0%
1.00,1.1%,1.1%,65.2%,82.8%,61.3%
0.52,3.1%,3.1%,64.3%,74.7%,39.1%
0.95,12.9%,3.0%,62.4%,71.4%,50.0%
0.59,0.0%,3.1%,55.4%,55.6%,37.9%
1.21,1.5%,3.1%,70.8%,73.9%,47.4%
1.33,4.9%,2.5%,61.7%,70.0%,54.8%
0.86,9.1%,1.8%,49.1%,66.7%,57.1%
2.05,12.0%,2.0%,56.0%,85.7%,77.3%
1.35,10.3%,0.0%,60.3%,74.3%,78.3%
1.85,6.3%,2.1%,64.6%,83.9%,52.9%
1.15,4.9%,1.6%,65.6%,75.0%,52.4%
1.07,2.3%,2.3%,64.8%,71.9%,32.3%
1.13,7.5%,1.3%,63.7%,74.5%,58.6%
1.04,6.9%,3.4%,63.8%,66.2%,50.0%
1.02,8.8%,3.8%,58.8%,68.1%,45.5%
0.90,0.8%,6.3%,67.7%,52.3%,41.5%
0.84,2.3%,3.4%,65.5%,73.7%,40.0%
1.37,6.8%,0.0%,54.2%,68.8%,63.0%
0.60,2.0%,6.0%,66.0%,54.5%,29.4%
0.87,5.9%,1.7%,58.5%,72.5%,46.9%
0.72,4.4%,5.9%,55.9%,60.5%,36.7%
0.91,5.8%,1.0%,64.4%,62.7%,64.9%
0.77,5.3%,4.4%,56.6%,60.9%,53.1%
0.66,1.7%,6.8%,57.6%,70.6%,36.0%
0.69,3.1%,1.6%,60.9%,59.0%,60.0%
1.28,2.7%,4.1%,54.8%,70.0%,63.6%
0.88,7.7%,7.7%,55.4%,72.2%,37.9%
0.74,8.0%,4.5%,47.7%,71.4%,47.8%
2.10,18.4%,0.0%,42.1%,87.5%,72.7%
0.97,12.3%,1.6%,67.2%,73.2%,55.0%
1.38,9.9%,0.0%,60.6%,76.7%,60.7%
1.61,2.0%,4.1%,51.0%,72.0%,66.7%
2.60,7.7%,0.0%,61.5%,79.2%,73.3%
1.63,8.2%,3.3%,68.9%,78.6%,57.9%
1.16,9.1%,1.5%,57.6%,63.2%,42.9%
1.10,3.4%,4.6%,67.8%,67.8%,50.0%
0.73,9.5%,2.7%,63.5%,70.2%,55.6%
0.69,8.8%,0.0%,70.2%,70.0%,11.8%
1.14,6.6%,5.3%,56.6%,83.7%,57.6%
0.91,1.4%,2.7%,50.0%,54.1%,56.8%
0.73,2.8%,3.7%,53.2%,60.3%,51.0%
2.44,13.6%,2.3%,59.1%,92.3%,66.7%
1.19,0.0%,1.7%,71.2%,71.4%,58.8%
0.44,9.1%,1.8%,69.1%,71.1%,17.6%
1.33,3.4%,1.7%,62.7%,70.3%,59.1%
1.35,5.7%,4.3%,58.6%,70.7%,72.4%
0.86,7.1%,7.1%,59.5%,74.0%,50.0%
0.88,2.7%,5.5%,61.8%,61.8%,50.0%
1.73,6.0%,0.0%,60.0%,80.0%,65.0%
0.67,3.5%,1.8%,75.4%,44.2%,42.9%
1.96,5.2%,1.7%,62.1%,88.9%,72.7%
1.00,7.2%,6.2%,61.9%,80.0%,51.4%
0.70,3.3%,1.6%,62.3%,71.1%,21.7%
1.29,2.4%,1.2%,62.7%,75.0%,58.1%
1.64,8.2%,4.1%,61.2%,80.0%,57.9%
0.77,1.9%,3.7%,67.3%,58.3%,48.6%
1.44,2.0%,8.0%,66.0%,75.8%,47.1%
1.55,6.9%,1.7%,56.9%,69.7%,56.0%
0.80,1.7%,3.3%,58.3%,51.4%,40.0%
1.10,4.3%,1.4%,51.4%,77.8%,47.1%
1.14,1.9%,2.9%,66.0%,76.5%,48.6%
0.90,2.7%,3.6%,67.6%,76.0%,41.7%
0.77,3.7%,3.7%,66.7%,69.4%,55.6%
1.20,4.7%,1.2%,67.4%,81.0%,50.0%
1.62,11.1%,5.6%,72.2%,69.2%,66.7%
0.68,7.5%,1.9%,71.7%,50.0%,13.3%
2.05,2.4%,4.8%,57.1%,79.2%,61.1%
0.72,3.8%,2.9%,66.7%,54.3%,51.4%
1.39,1.8%,1.8%,74.5%,73.2%,71.4%
0.81,3.1%,3.1%,67.3%,65.2%,37.5%
0.45,3.2%,1.6%,59.7%,54.1%,24.0%
0.91,3.6%,4.8%,60.2%,54.0%,54.5%
0.57,3.8%,2.6%,74.4%,48.3%,40.0%
0.45,3.0%,1.5%,70.1%,63.8%,40.0%
1.12,4.9%,0.0%,72.8%,71.2%,63.6%
1.13,3.6%,3.6%,73.8%,69.4%,27.3%
0.51,0.0%,2.2%,53.3%,54.2%,28.6%
0.85,5.0%,3.0%,67.0%,73.1%,51.5%
0.75,6.6%,2.2%,61.5%,71.4%,37.1%
1.11,4.3%,1.4%,59.4%,70.7%,42.9%
0.42,3.9%,2.0%,62.7%,53.1%,42.1%
0.46,2.0%,4.1%,65.3%,59.4%,41.2%
0.74,3.3%,0.0%,70.0%,66.7%,44.4%
1.15,3.0%,3.0%,56.1%,64.9%,48.3%
0.89,2.4%,3.6%,63.9%,56.6%,43.3%
1.26,8.2%,1.6%,72.1%,63.6%,64.7%
1.95,6.4%,6.4%,57.4%,77.8%,55.0%
0.90,5.7%,2.3%,62.5%,65.5%,48.5%
0.75,3.2%,2.2%,55.9%,61.5%,53.7%
2.19,8.7%,0.0%,60.9%,85.7%,72.2%
0.95,2.4%,2.4%,70.2%,62.7%,44.0%
1.08,4.5%,1.8%,69.4%,62.3%,61.8%
0.50,0.0%,1.7%,57.6%,61.8%,52.0%
0.92,5.3%,4.2%,66.3%,71.4%,53.1%
0.48,2.4%,2.4%,51.2%,47.6%,25.0%
1.07,2.7%,5.3%,56.0%,69.0%,51.5%
1.22,4.3%,5.4%,53.8%,62.0%,65.1%
0.79,7.7%,6.4%,62.8%,83.7%,37.9%
1.03,4.9%,3.3%,62.3%,73.7%,43.5%
0.78,5.0%,3.0%,51.0%,70.6%,40.8%
0.91,6.9%,3.0%,70.3%,71.8%,56.7%
1.20,5.1%,10.1%,44.3%,74.3%,59.1%
0.76,3.5%,8.2%,60.0%,66.7%,32.4%
0.76,5.2%,3.1%,57.3%,78.2%,53.7%
0.88,2.9%,3.9%,62.7%,75.0%,44.7%
0.50,1.8%,1.8%,62.5%,65.7%,52.4%
0.56,1.9%,1.9%,67.3%,48.6%,41.2%
1.12,1.2%,2.4%,67.5%,69.6%,51.9%
1.40,10.4%,1.5%,47.8%,71.9%,60.0%
0.62,0.0%,1.8%,78.2%,55.8%,50.0%
0.83,2.6%,3.8%,67.9%,73.6%,64.0%
1.06,3.7%,3.7%,72.9%,80.8%,37.9%
0.55,4.8%,1.6%,67.7%,59.5%,30.0%
0.69,3.4%,4.5%,70.5%,67.7%,50.0%
0.94,2.8%,8.3%,55.6%,65.0%,47.9%
2.24,19.2%,2.6%,66.7%,82.7%,80.8%
0.35,1.5%,7.6%,42.4%,50.0%,34.2%
0.44,0.0%,9.6%,42.3%,50.0%,36.7%
1.14,5.6%,9.0%,59.6%,67.9%,52.8%
1.56,2.8%,4.2%,63.4%,86.7%,65.4%
0.98,6.5%,6.5%,57.0%,73.8%,47.8%
1.04,4.9%,4.9%,59.3%,75.0%,45.5%
0.82,5.6%,3.7%,66.7%,77.8%,55.6%
0.86,2.5%,6.3%,62.0%,57.1%,53.3%
1.56,5.0%,5.0%,58.3%,74.3%,64.0%
1.89,7.1%,5.4%,51.8%,86.2%,74.1%
0.64,7.5%,7.5%,58.2%,76.9%,28.6%
1.12,5.8%,1.9%,58.7%,73.8%,51.2%
0.93,1.1%,0.0%,66.0%,64.5%,62.5%
0.86,4.5%,1.1%,53.9%,70.8%,41.5%
0.75,4.0%,3.0%,63.4%,64.1%,48.6%
0.90,6.5%,7.5%,53.3%,70.2%,58.0%
1.88,4.8%,2.4%,57.1%,79.2%,61.1%
1.45,16.2%,6.8%,74.3%,80.0%,52.6%
0.44,0.0%,2.1%,66.7%,43.8%,50.0%
1.22,1.3%,2.5%,57.0%,71.1%,52.9%
1.22,3.2%,3.2%,73.0%,71.7%,52.9%
1.49,1.6%,6.6%,59.0%,77.8%,56.0%
1.61,1.6%,0.0%,73.8%,68.9%,81.3%
0.72,0.0%,3.7%,56.8%,54.3%,37.1%
1.11,3.8%,3.8%,61.0%,68.8%,46.3%
1.17,1.2%,6.0%,67.5%,62.5%,44.4%
1.18,2.5%,3.8%,61.3%,65.3%,54.8%
1.04,2.0%,7.0%,56.0%,62.5%,50.0%
1.07,1.4%,1.4%,60.6%,53.5%,57.1%
1.92,0.0%,2.2%,67.4%,80.6%,60.0%
1.38,5.7%,2.9%,65.7%,71.7%,62.5%
0.82,3.0%,5.1%,51.5%,64.7%,39.6%
0.71,12.1%,1.5%,69.7%,73.9%,55.0%
0.84,4.1%,4.1%,50.0%,78.4%,51.4%
1.54,3.2%,4.8%,72.6%,80.0%,58.8%
0.55,0.0%,2.0%,56.0%,50.0%,68.2%
1.00,0.9%,7.5%,48.6%,71.2%,50.9%
1.06,6.3%,3.8%,66.3%,69.8%,40.7%
1.12,1.7%,0.0%,55.2%,75.0%,61.5%
1.56,0.0%,4.8%,42.9%,88.9%,45.8%
0.76,5.8%,6.7%,51.0%,69.8%,49.0%
0.93,4.5%,7.6%,51.5%,67.6%,46.9%
1.49,5.3%,6.7%,61.3%,76.1%,44.8%
0.62,5.8%,9.6%,42.3%,68.2%,46.7%
0.61,5.9%,2.9%,57.4%,66.7%,51.7%
0.93,3.3%,6.7%,51.3%,62.3%,41.1%
0.79,8.8%,1.3%,65.0%,56.7%,51.8%
0.71,3.6%,7.3%,63.6%,62.9%,30.0%
0.94,1.2%,1.2%,62.8%,68.5%,43.8%
0.93,8.5%,1.7%,62.7%,67.6%,68.2%
0.68,4.9%,4.9%,47.6%,56.4%,44.2%
0.88,7.4%,8.8%,69.1%,78.7%,42.9%
1.60,3.3%,6.6%,72.1%,79.5%,52.9%
1.25,1.2%,3.6%,70.2%,72.9%,52.0%
1.45,1.6%,4.8%,50.8%,71.9%,58.1%
1.58,3.5%,12.3%,56.1%,75.0%,68.0%
0.72,6.3%,4.8%,55.6%,65.7%,35.7%
0.57,2.2%,13.0%,50.0%,56.5%,26.1%
6.19,0.0%,0.0%,61.5%,100.0%,80.0%
1.05,0.8%,3.9%,51.9%,64.2%,50.0%
1.36,9.7%,4.8%,58.1%,77.8%,57.7%
1.77,13.2%,0.0%,64.2%,85.3%,57.9%
0.54,7.1%,1.2%,58.8%,64.0%,42.9%
0.40,5.5%,12.7%,63.6%,60.0%,35.0%
0.87,5.4%,5.4%,56.8%,64.3%,46.9%
0.94,1.7%,5.0%,46.7%,71.4%,56.3%
1.67,6.0%,2.0%,56.0%,64.3%,63.6%
1.17,2.0%,4.1%,71.4%,64.3%,46.4%
1.30,3.4%,3.4%,60.3%,62.9%,52.2%
0.32,0.0%,2.6%,50.0%,52.6%,21.1%
0.84,2.2%,2.2%,73.9%,70.6%,50.0%
