DR,A%,DF%,1stIn,1st%,2nd%
0.99,3.3%,6.5%,58.7%,61.1%,50.0%
1.34,0.0%,7.3%,61.8%,61.8%,57.1%
0.90,3.3%,4.4%,64.4%,55.2%,25.0%
1.01,0.6%,3.6%,62.4%,56.3%,46.8%
1.23,3.0%,5.0%,61.0%,57.4%,59.0%
1.31,4.7%,5.8%,62.8%,72.2%,40.6%
0.72,2.0%,5.9%,54.9%,50.0%,56.5%
1.19,5.6%,5.6%,56.3%,87.5%,48.4%
1.12,6.3%,2.7%,61.3%,66.2%,53.5%
0.82,1.3%,3.9%,60.5%,69.6%,46.7%
2.03,2.9%,5.7%,65.7%,69.6%,75.0%
0.93,8.4%,4.7%,60.7%,70.8%,40.5%
0.76,2.6%,10.5%,55.3%,61.9%,35.3%
0.61,4.6%,10.8%,55.4%,50.0%,55.2%
0.85,0.9%,5.4%,59.5%,56.1%,40.0%
1.42,5.7%,3.8%,77.4%,70.7%,41.7%
0.84,1.8%,8.8%,59.6%,67.6%,56.5%
0.47,6.1%,3.0%,69.7%,56.5%,35.0%
0.83,4.3%,12.9%,52.7%,69.4%,43.2%
0.50,2.3%,4.6%,62.1%,53.7%,42.4%
1.19,4.6%,5.6%,57.4%,71.0%,58.7%
0.91,4.9%,4.9%,60.5%,67.3%,50.0%
1.47,3.0%,6.1%,74.2%,81.6%,47.1%
0.33,7.5%,12.5%,57.5%,52.2%,23.5%
1.02,1.9%,4.8%,54.3%,66.7%,50.0%
0.70,3.0%,7.6%,60.6%,57.5%,38.5%
0.70,5.2%,10.3%,47.4%,78.3%,41.2%
0.75,1.0%,9.1%,61.6%,52.5%,36.8%
0.95,8.1%,9.3%,55.9%,71.1%,45.1%
0.83,1.6%,7.8%,45.3%,62.1%,42.9%
1.19,3.9%,5.3%,55.3%,73.8%,47.1%
0.78,6.4%,8.3%,56.0%,75.4%,56.3%
1.40,10.4%,4.5%,62.7%,76.2%,40.0%
0.84,8.5%,6.4%,56.4%,73.6%,43.9%
1.08,2.0%,5.9%,52.5%,66.0%,64.6%
0.90,1.5%,3.1%,66.2%,74.4%,40.9%
1.14,3.7%,12.2%,50.0%,73.2%,58.5%
2.05,4.4%,8.9%,62.2%,82.1%,64.7%
0.87,4.0%,9.0%,55.0%,52.7%,48.9%
0.90,1.6%,1.6%,69.4%,58.1%,63.2%
1.02,2.9%,2.9%,58.1%,70.5%,54.5%
0.71,0.0%,5.9%,67.6%,47.8%,59.1%
0.79,2.1%,2.1%,65.3%,67.7%,51.5%
1.18,6.1%,6.1%,75.5%,54.1%,50.0%
0.76,10.4%,4.3%,60.9%,78.6%,44.4%
0.80,2.2%,5.6%,57.3%,70.6%,34.2%
1.18,2.9%,1.9%,72.8%,72.0%,53.6%
0.81,1.9%,11.1%,64.8%,71.4%,31.6%
0.82,2.6%,11.5%,46.2%,63.9%,47.6%
0.95,1.2%,2.4%,49.4%,78.0%,52.4%
0.70,1.4%,7.1%,68.6%,56.3%,40.9%
0.40,2.2%,10.9%,63.0%,51.7%,47.1%
1.24,2.9%,0.0%,64.7%,63.6%,66.7%
1.44,1.8%,0.0%,58.2%,65.6%,56.5%
1.20,1.8%,5.3%,57.9%,65.2%,52.1%
0.59,0.0%,11.1%,57.8%,46.2%,42.1%
1.13,3.8%,1.9%,52.8%,60.7%,62.0%
0.44,3.8%,5.7%,58.5%,64.5%,50.0%
1.06,7.8%,6.1%,61.7%,70.4%,47.7%
1.10,6.0%,4.8%,53.6%,73.3%,51.3%
0.81,1.5%,2.9%,51.5%,62.9%,45.5%
1.68,2.0%,3.9%,66.7%,76.5%,70.6%
0.99,3.4%,3.4%,60.3%,57.1%,63.0%
1.67,8.0%,2.0%,74.0%,83.8%,53.8%
0.70,4.2%,1.4%,64.8%,56.5%,56.0%
1.17,5.4%,4.1%,66.2%,71.4%,44.0%
0.56,3.6%,4.8%,46.4%,66.7%,48.9%
0.73,5.0%,5.0%,61.0%,65.6%,51.3%
1.32,11.5%,4.9%,60.7%,81.1%,54.2%
0.80,0.9%,3.5%,58.8%,62.7%,40.4%
0.76,3.0%,9.1%,62.1%,65.9%,36.0%
1.07,1.3%,1.3%,65.3%,59.2%,69.2%
1.33,6.4%,3.8%,67.9%,83.0%,36.0%
0.66,0.8%,9.0%,63.1%,64.9%,42.2%
0.94,6.1%,4.5%,59.8%,73.4%,47.2%
0.77,6.6%,9.8%,59.0%,61.1%,36.0%
1.12,10.3%,3.8%,64.1%,64.0%,50.0%
0.72,7.1%,5.7%,51.4%,80.6%,44.1%
1.11,5.4%,9.9%,49.5%,67.3%,55.4%
0.93,2.6%,5.1%,62.8%,57.1%,51.7%
0.83,5.9%,4.4%,62.5%,65.9%,41.2%
1.15,1.8%,4.5%,61.3%,70.6%,53.5%
1.38,6.3%,5.2%,61.5%,83.1%,51.4%
0.74,11.1%,6.3%,50.8%,71.9%,51.6%
1.29,7.7%,4.6%,53.8%,68.6%,73.3%
0.59,2.8%,2.8%,70.4%,63.2%,28.1%
1.30,2.2%,3.3%,62.2%,67.9%,61.8%
1.36,1.9%,4.9%,59.2%,67.2%,57.1%
0.89,1.1%,2.3%,65.9%,67.2%,40.0%
1.75,2.1%,2.1%,60.4%,86.2%,47.4%
0.67,6.8%,1.7%,62.7%,67.6%,50.0%
0.53,1.5%,3.0%,71.2%,70.2%,36.8%
0.93,4.4%,7.8%,65.6%,66.1%,45.2%
0.75,2.0%,2.0%,53.1%,46.2%,39.1%
0.84,3.2%,3.2%,66.7%,57.1%,52.4%
1.57,1.7%,1.7%,53.4%,80.6%,63.0%
1.38,0.0%,5.6%,70.4%,71.1%,56.3%
1.23,1.8%,8.9%,66.1%,59.5%,47.4%
0.73,0.0%,6.1%,63.6%,54.8%,25.0%
0.82,1.3%,8.9%,54.4%,60.5%,50.0%
0.78,0.0%,6.6%,50.8%,67.7%,40.0%
1.27,1.5%,6.2%,58.5%,71.1%,63.0%
0.57,7.0%,3.0%,56.0%,64.3%,40.9%
1.20,3.4%,3.4%,52.8%,74.5%,54.8%
1.14,3.4%,4.1%,54.7%,77.8%,59.7%
1.37,2.6%,10.3%,55.1%,79.1%,60.0%
0.31,4.8%,7.1%,42.9%,61.1%,29.2%
1.03,2.4%,5.9%,52.9%,55.6%,52.5%
1.50,4.8%,4.8%,67.7%,76.2%,40.0%
0.64,4.9%,9.8%,63.9%,61.5%,27.3%
0.99,2.4%,5.6%,54.4%,70.6%,47.4%
1.26,0.0%,5.9%,61.8%,78.6%,42.3%
0.73,4.7%,5.4%,62.0%,58.8%,49.0%
0.47,0.0%,2.0%,52.0%,50.0%,54.2%
1.39,3.9%,2.6%,58.4%,80.0%,53.1%
1.01,4.2%,4.2%,52.1%,67.6%,38.2%
0.43,2.2%,13.3%,44.4%,65.0%,32.0%
0.98,5.2%,5.2%,54.8%,60.3%,53.8%
0.53,1.6%,4.9%,44.3%,59.3%,41.2%
0.96,6.1%,2.3%,50.8%,77.6%,50.8%
1.39,11.6%,5.3%,64.2%,77.0%,55.9%
1.10,6.1%,3.7%,56.7%,73.1%,59.2%
1.24,7.5%,4.1%,59.6%,75.9%,72.9%
0.93,4.4%,2.2%,54.9%,68.0%,56.1%
0.70,4.3%,2.1%,60.6%,59.6%,43.2%
1.44,10.9%,7.8%,67.2%,97.7%,38.1%
0.51,2.1%,6.4%,46.8%,59.1%,40.0%
1.51,19.3%,3.6%,62.7%,86.5%,71.0%
