DR,A%,DF%,1stIn,1st%,2nd%
0.89,5.1%,4.1%,60.2%,61.0%,53.8%
1.23,21.4%,5.7%,54.3%,76.3%,46.9%
1.01,10.4%,2.1%,70.8%,75.0%,64.3%
0.71,13.5%,1.9%,65.4%,67.6%,44.4%
4.16,5.3%,0.0%,78.9%,86.7%,87.5%
1.18,14.4%,5.2%,54.6%,75.5%,56.8%
0.65,7.0%,0.0%,76.1%,75.9%,47.1%
1.72,10.6%,4.3%,66.0%,87.1%,56.3%
1.09,6.7%,3.3%,70.0%,68.3%,44.4%
0.61,5.8%,4.3%,73.9%,58.8%,44.4%
1.21,5.3%,1.3%,82.7%,75.8%,61.5%
2.96,23.1%,5.1%,74.4%,89.7%,60.0%
2.24,22.0%,2.0%,74.0%,89.2%,61.5%
0.78,6.5%,6.5%,56.5%,65.4%,55.0%
0.94,8.2%,3.3%,68.9%,73.8%,36.8%
0.91,11.5%,6.8%,62.8%,68.8%,45.5%
1.84,12.5%,4.2%,66.7%,78.1%,56.3%
1.32,23.8%,3.6%,66.7%,82.1%,42.9%
0.83,10.5%,7.0%,63.2%,72.2%,42.9%
0.89,12.0%,3.6%,62.7%,65.4%,71.0%
0.62,20.0%,4.6%,66.2%,72.1%,45.5%
1.20,9.7%,9.7%,66.1%,70.7%,38.1%
1.01,11.4%,3.8%,71.4%,73.3%,33.3%
1.13,18.0%,7.0%,67.0%,71.6%,45.5%
1.00,11.5%,9.2%,59.8%,82.7%,48.6%
1.96,27.7%,8.5%,68.1%,81.3%,60.0%
0.93,9.0%,7.9%,60.7%,75.9%,51.4%
0.91,5.7%,3.8%,69.8%,64.9%,50.0%
1.50,12.7%,1.4%,74.6%,75.5%,66.7%
1.17,16.2%,2.7%,67.6%,66.0%,66.7%
1.33,17.7%,3.2%,72.6%,80.0%,58.8%
0.73,19.0%,3.4%,69.0%,67.5%,41.7%
0.97,10.9%,1.1%,69.6%,73.4%,46.4%
0.69,22.5%,5.0%,80.0%,78.1%,25.0%
1.37,16.0%,5.3%,72.0%,75.9%,57.1%
1.06,23.9%,4.5%,69.3%,73.8%,63.0%
0.91,7.2%,3.6%,57.8%,66.7%,62.9%
0.69,20.4%,7.4%,63.0%,55.9%,50.0%
0.79,6.0%,7.1%,65.5%,74.5%,48.3%
1.89,17.0%,6.4%,68.1%,84.4%,53.3%
0.87,12.0%,4.0%,68.0%,64.7%,50.0%
1.11,10.3%,6.4%,61.5%,68.8%,50.0%
1.19,19.4%,4.2%,77.8%,73.2%,50.0%
0.91,7.9%,5.3%,61.8%,72.3%,51.7%
1.59,15.7%,7.8%,70.6%,100.0%,40.0%
0.84,15.2%,8.7%,63.8%,76.1%,44.0%
1.90,29.5%,9.1%,68.2%,83.3%,57.1%
0.88,8.7%,5.8%,73.8%,75.0%,44.4%
1.55,22.2%,6.3%,57.1%,88.9%,55.6%
0.99,6.9%,6.9%,62.5%,75.0%,46.7%
0.93,17.9%,6.4%,53.8%,78.6%,63.9%
0.63,13.8%,6.4%,66.0%,72.6%,43.8%
1.16,10.7%,1.8%,66.1%,86.5%,68.4%
0.48,10.7%,7.1%,66.1%,73.0%,36.8%
1.05,18.3%,2.4%,72.0%,78.0%,52.2%
0.67,27.1%,10.2%,57.6%,70.6%,52.0%
1.07,14.9%,6.8%,63.5%,78.7%,55.6%
1.51,16.3%,2.0%,61.2%,66.7%,63.2%
0.64,11.9%,6.8%,59.3%,74.3%,54.2%
0.99,17.6%,4.2%,72.3%,73.3%,36.4%
0.67,3.3%,3.3%,70.0%,73.0%,33.3%
1.44,4.9%,3.3%,60.7%,78.4%,62.5%
0.88,8.8%,5.9%,57.4%,79.5%,37.9%
1.36,21.3%,8.2%,65.6%,82.5%,38.1%
1.03,14.1%,7.0%,60.2%,71.4%,52.9%
0.72,6.4%,5.1%,65.4%,70.6%,37.0%
0.72,4.8%,6.3%,58.7%,64.9%,50.0%
1.37,17.0%,9.4%,66.0%,80.0%,38.9%
1.19,1.4%,8.6%,61.4%,79.1%,44.4%
1.01,17.2%,10.8%,64.5%,75.0%,54.5%
0.64,7.1%,3.6%,62.5%,71.4%,38.1%
1.30,12.9%,7.1%,52.9%,81.1%,48.5%
0.68,17.5%,12.5%,58.8%,76.6%,51.5%
1.10,10.9%,5.9%,65.3%,77.3%,48.6%
1.14,9.1%,6.8%,62.5%,85.5%,54.5%
0.95,15.8%,3.9%,67.1%,78.4%,72.0%
1.13,9.0%,1.3%,71.8%,78.6%,50.0%
0.80,6.4%,4.3%,60.6%,63.2%,48.6%
0.87,7.4%,2.5%,63.0%,64.7%,70.0%
0.86,9.7%,11.1%,61.1%,79.5%,39.3%
1.22,20.9%,1.5%,73.1%,71.4%,61.1%
1.06,23.8%,3.0%,71.3%,72.2%,55.2%
1.58,15.5%,0.0%,70.7%,80.5%,47.1%
1.07,17.6%,5.9%,70.6%,76.7%,44.0%
0.83,14.6%,9.0%,62.9%,76.8%,36.4%
0.93,16.5%,7.1%,58.3%,77.0%,37.7%
2.03,25.5%,2.1%,72.3%,85.3%,61.5%
0.90,15.7%,7.1%,74.3%,84.6%,44.4%
