DR,A%,DF%,1stIn,1st%,2nd%
1.09,5.9%,8.2%,43.5%,73.0%,43.8%
0.66,1.3%,7.8%,55.8%,67.4%,41.2%
1.37,5.3%,1.8%,61.4%,74.3%,63.6%
1.54,13.8%,0.0%,66.2%,79.1%,68.2%
0.82,5.6%,2.8%,63.4%,60.0%,42.3%
1.48,9.4%,1.6%,56.3%,83.3%,64.3%
0.77,3.1%,0.0%,59.2%,67.2%,52.5%
1.32,2.6%,7.7%,56.4%,77.3%,52.9%
0.84,3.4%,10.3%,74.1%,53.5%,40.0%
0.97,8.5%,1.4%,63.4%,68.9%,53.8%
1.32,0.0%,1.6%,61.3%,63.2%,66.7%
0.35,0.0%,21.7%,26.1%,83.3%,17.6%
0.63,3.2%,3.2%,46.8%,72.4%,57.6%
1.03,3.0%,5.0%,67.3%,55.9%,60.6%
0.90,0.0%,5.6%,61.1%,54.5%,28.6%
1.03,1.1%,6.7%,47.2%,64.3%,42.6%
0.74,2.6%,6.6%,63.2%,72.9%,32.1%
0.64,0.0%,4.0%,50.0%,56.0%,52.0%
1.83,6.5%,10.9%,60.9%,85.7%,44.4%
1.03,7.2%,4.8%,51.8%,81.4%,55.0%
0.75,7.6%,4.8%,59.0%,62.9%,41.9%
0.99,2.2%,1.1%,68.8%,67.2%,51.7%
1.59,3.9%,2.0%,58.8%,73.3%,61.9%
1.33,7.2%,1.0%,62.9%,77.0%,52.8%
1.24,3.1%,3.1%,58.5%,78.9%,40.7%
1.21,2.2%,1.1%,60.2%,55.4%,56.8%
1.37,0.0%,1.7%,55.2%,59.4%,65.4%
0.62,1.8%,1.8%,65.5%,63.9%,57.9%
1.47,7.1%,1.8%,67.9%,68.4%,50.0%
0.87,3.4%,4.5%,61.4%,66.7%,38.2%
1.89,8.9%,0.0%,64.4%,72.4%,68.8%
2.60,2.4%,2.4%,57.1%,87.5%,61.1%
0.80,0.0%,5.6%,53.5%,60.5%,45.5%
1.40,8.5%,0.0%,67.6%,77.1%,56.5%
1.62,6.1%,4.1%,53.1%,65.4%,60.9%
0.99,4.2%,2.1%,58.3%,64.3%,52.5%
0.75,1.4%,2.7%,43.2%,65.6%,50.0%
1.40,12.9%,3.2%,72.6%,84.4%,52.9%
0.39,4.3%,4.3%,54.3%,68.0%,47.6%
0.71,0.0%,5.1%,59.5%,59.6%,50.0%
1.26,8.7%,2.9%,52.2%,63.9%,51.5%
0.94,5.6%,7.8%,56.7%,66.7%,41.0%
1.64,6.3%,8.3%,47.9%,78.3%,64.0%
0.75,0.8%,1.7%,63.6%,57.3%,60.5%
1.01,1.1%,2.1%,63.8%,66.7%,61.8%
1.24,3.1%,5.1%,44.9%,81.8%,44.4%
0.77,1.7%,6.8%,44.1%,61.5%,30.3%
1.28,3.4%,6.8%,55.9%,75.8%,42.3%
0.99,2.3%,4.7%,45.3%,53.8%,40.4%
0.54,0.0%,8.2%,51.0%,60.0%,25.0%
1.43,3.4%,5.1%,54.2%,78.1%,48.1%
1.02,4.0%,7.9%,56.4%,73.7%,29.5%
0.91,0.0%,4.8%,53.2%,66.7%,37.9%
1.19,6.3%,5.3%,55.8%,75.5%,52.4%
1.70,5.9%,3.9%,66.7%,73.5%,64.7%
1.75,8.7%,2.2%,69.6%,71.9%,78.6%
0.68,0.0%,3.4%,59.3%,45.7%,50.0%
1.57,6.2%,6.2%,64.6%,71.4%,52.2%
0.80,2.7%,2.7%,65.8%,58.3%,52.0%
1.57,4.7%,1.6%,57.8%,83.8%,44.4%
1.35,1.5%,2.9%,64.7%,59.1%,58.3%
0.55,2.1%,0.0%,62.5%,63.3%,44.4%
0.77,3.3%,3.3%,54.9%,56.0%,39.0%
1.31,7.0%,3.5%,56.1%,71.9%,52.0%
0.97,8.3%,2.4%,58.3%,69.4%,45.7%
1.39,6.9%,4.2%,54.2%,82.1%,51.5%
1.44,0.0%,3.6%,62.5%,68.6%,76.2%
1.06,3.9%,2.9%,70.9%,58.9%,56.7%
0.88,4.9%,8.6%,61.7%,64.0%,32.3%
1.23,3.0%,4.5%,61.2%,73.2%,42.3%
1.10,1.3%,1.3%,48.1%,67.6%,42.5%
1.19,7.9%,2.2%,64.0%,68.4%,40.6%
0.94,2.4%,4.8%,53.2%,65.7%,39.0%
0.46,4.9%,2.4%,70.7%,44.8%,33.3%
1.37,4.1%,0.0%,72.6%,66.0%,85.0%
0.96,4.5%,2.3%,54.5%,64.6%,40.0%
0.84,4.9%,2.5%,70.4%,63.2%,50.0%
0.95,4.6%,1.5%,55.4%,77.8%,58.6%
1.53,1.9%,5.8%,55.8%,79.3%,56.5%
0.63,5.9%,3.9%,62.7%,62.5%,31.6%
1.15,5.3%,5.3%,54.7%,78.0%,52.9%
0.59,2.8%,8.5%,53.5%,63.2%,48.5%
1.35,2.5%,0.0%,64.6%,70.6%,64.3%
0.82,3.3%,4.9%,55.7%,64.7%,59.3%
1.02,2.6%,7.7%,56.4%,70.5%,50.0%
1.38,2.9%,5.8%,52.2%,75.0%,54.5%
0.62,2.0%,12.2%,44.9%,68.2%,25.9%
0.92,0.0%,7.0%,50.9%,69.0%,46.4%
1.25,11.4%,6.3%,77.2%,72.1%,44.4%
0.98,4.9%,8.6%,49.4%,60.0%,39.0%
0.63,3.1%,2.1%,60.8%,71.2%,52.6%
0.64,1.6%,9.5%,58.7%,64.9%,53.8%
0.81,4.0%,6.0%,66.0%,45.5%,58.8%
0.85,4.7%,5.9%,63.5%,72.2%,48.4%
0.78,2.6%,2.6%,61.0%,70.2%,36.7%
1.09,8.7%,4.8%,66.3%,66.7%,54.3%
0.49,2.3%,0.0%,65.9%,41.4%,46.7%
0.90,3.1%,11.5%,54.2%,63.5%,50.0%
0.71,2.6%,5.1%,48.7%,50.0%,57.5%
1.37,1.6%,4.8%,47.6%,66.7%,57.6%
0.69,1.5%,7.5%,53.7%,58.3%,35.5%
1.04,1.3%,10.7%,52.0%,64.1%,41.7%
0.90,5.1%,5.1%,57.4%,65.4%,51.7%
