DR,A%,DF%,1stIn,1st%,2nd%
0.76,0.0%,4.7%,65.6%,71.4%,36.4%
0.38,3.0%,3.0%,55.2%,64.9%,40.0%
0.79,5.5%,5.5%,61.8%,57.4%,59.5%
0.62,3.2%,4.8%,63.5%,52.5%,39.1%
1.20,3.9%,5.2%,54.5%,78.6%,51.4%
0.81,4.3%,6.5%,70.7%,66.2%,40.7%
0.80,5.7%,7.1%,62.9%,68.2%,34.6%
1.06,7.4%,2.5%,70.4%,64.9%,41.7%
1.32,15.2%,3.0%,68.2%,82.2%,66.7%
0.84,1.4%,6.9%,54.2%,76.9%,33.3%
0.90,0.8%,5.0%,47.5%,64.9%,49.2%
1.65,5.9%,5.9%,51.0%,80.8%,68.0%
0.86,0.0%,0.8%,69.1%,63.5%,65.8%
1.43,3.5%,0.0%,66.7%,68.4%,57.9%
0.54,4.0%,8.0%,69.3%,55.8%,39.1%
0.58,1.1%,7.5%,55.9%,55.8%,46.3%
1.15,1.0%,1.0%,60.4%,67.2%,63.2%
