DR,A%,DF%,1stIn,1st%,2nd%
0.56,0.0%,0.0%,90.5%,42.1%,25.0%
1.14,3.2%,0.8%,75.0%,63.4%,61.3%
1.32,0.0%,0.0%,80.3%,65.6%,66.7%
0.80,3.8%,1.3%,74.4%,55.2%,50.0%
1.61,7.5%,0.0%,77.5%,71.0%,77.8%
1.50,0.0%,1.7%,79.7%,70.2%,58.3%
0.63,3.6%,3.6%,76.8%,58.1%,30.8%
1.21,6.1%,1.2%,82.9%,64.7%,57.1%
4.23,3.1%,0.0%,78.1%,92.0%,71.4%
1.50,0.0%,0.0%,72.3%,73.5%,61.5%
0.74,0.0%,0.0%,78.1%,60.0%,50.0%
1.55,5.7%,2.9%,82.9%,67.2%,58.3%
1.22,4.4%,1.5%,79.4%,74.1%,42.9%
0.81,0.0%,1.1%,73.6%,51.6%,39.1%
0.69,0.0%,1.5%,80.0%,46.2%,38.5%
1.37,2.7%,1.4%,83.8%,72.6%,50.0%
0.68,1.1%,2.1%,80.9%,55.3%,44.4%
0.46,2.4%,7.3%,63.4%,57.7%,20.0%
1.77,0.0%,6.0%,72.0%,72.2%,57.1%
1.47,0.0%,5.0%,65.0%,69.2%,52.4%
0.60,3.0%,4.0%,67.0%,65.7%,42.4%
0.86,1.6%,1.6%,77.4%,66.7%,35.7%
0.68,0.0%,7.3%,65.9%,55.6%,14.3%
1.16,6.2%,2.5%,79.0%,71.9%,47.1%
2.06,7.7%,2.6%,82.1%,71.9%,57.1%
0.76,2.2%,0.0%,78.5%,60.3%,40.0%
0.82,2.3%,1.1%,69.0%,68.3%,55.6%
1.18,2.6%,0.0%,90.8%,68.1%,57.1%
0.43,1.6%,1.6%,79.4%,54.0%,38.5%
0.51,1.4%,2.8%,72.2%,46.2%,55.0%
1.37,5.2%,3.4%,72.4%,78.6%,37.5%
1.14,3.4%,1.1%,71.9%,70.3%,44.0%
1.06,0.0%,0.9%,81.7%,61.8%,45.0%
1.25,7.2%,5.8%,65.2%,62.2%,62.5%
1.18,1.3%,1.3%,88.3%,72.1%,44.4%
0.88,0.0%,6.3%,66.3%,63.5%,25.0%
1.19,2.4%,0.0%,77.4%,64.6%,52.6%
0.58,1.9%,11.5%,67.3%,48.6%,17.6%
0.61,0.0%,2.2%,71.9%,50.0%,32.0%
0.31,0.0%,2.8%,66.7%,41.7%,25.0%
0.69,2.1%,6.3%,70.8%,55.9%,28.6%
1.58,4.5%,0.0%,79.1%,69.8%,71.4%
1.41,5.1%,3.4%,71.2%,78.6%,35.3%
0.68,0.0%,1.9%,84.6%,50.0%,37.5%
1.14,2.4%,0.8%,79.7%,68.4%,52.0%
1.34,1.5%,3.0%,77.3%,70.6%,46.7%
1.11,7.0%,2.0%,76.0%,65.8%,50.0%
2.34,14.0%,0.0%,76.7%,81.8%,70.0%
0.79,0.0%,0.0%,78.6%,52.3%,16.7%
1.38,3.9%,3.9%,64.7%,66.7%,50.0%
1.08,2.0%,1.0%,74.7%,66.2%,56.0%
0.40,12.1%,7.6%,77.3%,64.7%,46.7%
0.48,0.0%,2.0%,67.3%,57.6%,37.5%
1.75,4.7%,2.3%,79.1%,73.5%,55.6%
1.24,0.0%,0.0%,79.2%,57.1%,81.8%
1.58,1.9%,1.9%,76.9%,75.0%,66.7%
0.69,0.0%,1.4%,70.3%,46.2%,50.0%
1.40,5.5%,0.0%,80.0%,68.2%,81.8%
0.64,4.2%,4.2%,52.1%,68.0%,34.8%
0.79,0.0%,0.0%,77.5%,55.5%,46.9%
1.02,3.9%,2.4%,61.4%,57.7%,46.9%
0.99,2.8%,0.0%,76.1%,55.6%,64.7%
1.50,4.2%,2.8%,71.8%,72.5%,55.0%
2.07,12.8%,0.0%,61.7%,75.9%,77.8%
0.86,3.4%,0.0%,74.1%,60.5%,46.7%
1.10,4.5%,3.0%,68.2%,60.0%,38.1%
1.19,5.4%,1.1%,73.9%,64.7%,62.5%
0.82,2.7%,0.9%,67.3%,68.4%,45.9%
1.54,0.0%,6.9%,75.9%,72.7%,57.1%
0.68,1.5%,0.0%,77.6%,50.0%,33.3%
0.71,2.7%,1.4%,67.6%,66.0%,50.0%
1.12,1.2%,1.2%,74.7%,69.4%,42.9%
1.48,0.0%,0.0%,81.6%,55.0%,88.9%
1.97,0.0%,0.0%,84.4%,76.3%,57.1%
1.15,2.2%,6.7%,67.8%,57.4%,37.9%
1.32,3.6%,1.8%,85.5%,61.7%,62.5%
0.27,0.0%,1.8%,76.4%,42.9%,46.2%
0.73,0.0%,5.8%,73.3%,59.1%,37.5%
2.07,7.4%,0.0%,80.9%,80.0%,53.8%
0.89,3.5%,1.7%,69.6%,62.5%,51.4%
1.27,3.0%,0.0%,83.3%,67.3%,36.4%
1.22,5.3%,0.0%,69.7%,62.3%,69.6%
0.98,1.0%,3.1%,66.7%,68.8%,34.4%
1.78,2.1%,2.1%,76.6%,72.2%,54.5%
1.17,0.0%,1.3%,73.1%,66.7%,47.6%
0.84,2.9%,0.0%,78.6%,56.8%,36.4%
1.22,1.0%,2.0%,80.0%,62.5%,60.0%
1.18,1.3%,2.6%,67.9%,69.8%,48.0%
1.59,0.0%,0.0%,91.1%,74.5%,60.0%
0.63,3.6%,3.6%,74.5%,61.0%,28.6%
0.60,4.9%,0.0%,68.3%,53.6%,53.8%
1.07,3.9%,1.3%,63.2%,70.8%,46.4%
1.13,3.2%,2.4%,77.8%,71.4%,53.6%
0.80,0.0%,3.1%,67.2%,53.5%,42.9%
1.24,4.2%,2.8%,63.4%,57.8%,53.8%
0.76,1.3%,2.5%,70.9%,66.1%,60.9%
0.62,7.3%,7.3%,61.0%,68.0%,31.3%
1.15,7.1%,3.0%,71.7%,64.8%,53.6%
1.41,0.0%,8.9%,62.5%,71.4%,42.9%
1.29,0.0%,0.0%,70.5%,65.1%,72.2%
1.27,2.9%,0.0%,68.1%,66.0%,54.5%
1.29,7.4%,1.2%,74.1%,75.0%,57.1%
0.48,0.0%,5.0%,57.5%,52.2%,29.4%
0.93,9.0%,2.2%,65.2%,67.2%,61.3%
2.08,10.8%,5.4%,83.8%,74.2%,66.7%
0.87,0.0%,6.9%,67.8%,62.7%,46.4%
1.21,0.0%,1.6%,65.1%,63.4%,54.5%
1.36,1.8%,1.8%,61.4%,62.9%,63.6%
1.33,11.3%,6.5%,72.6%,75.6%,29.4%
1.09,0.0%,2.7%,85.3%,62.5%,36.4%
0.75,2.6%,3.8%,60.3%,59.6%,54.8%
1.92,0.0%,6.8%,63.6%,75.0%,62.5%
0.90,0.9%,2.6%,76.3%,57.5%,44.4%
0.98,0.9%,0.9%,73.0%,67.9%,54.8%
2.32,4.7%,0.0%,76.7%,90.9%,60.0%
0.83,1.3%,5.0%,72.5%,53.4%,54.5%
1.89,1.9%,0.0%,75.0%,82.1%,53.8%
1.28,2.9%,5.8%,61.2%,71.4%,60.0%
0.95,1.9%,1.9%,68.5%,70.3%,47.1%
1.73,3.9%,0.0%,58.8%,70.0%,81.0%
0.93,1.3%,5.3%,72.4%,54.5%,42.9%
1.48,3.9%,2.0%,72.5%,70.3%,64.3%
0.77,2.5%,0.0%,75.0%,51.7%,60.0%
1.22,3.9%,0.0%,73.7%,66.1%,75.0%
1.03,0.0%,1.0%,74.0%,60.8%,42.3%
1.09,0.0%,2.1%,74.5%,65.7%,50.0%
1.51,0.0%,0.0%,82.1%,72.7%,83.3%
0.67,4.5%,4.5%,59.1%,61.5%,48.1%
0.93,3.8%,1.3%,65.0%,65.4%,60.7%
0.84,3.8%,5.7%,67.9%,69.4%,35.3%
0.85,0.0%,1.6%,65.6%,66.7%,40.9%
0.89,1.2%,3.6%,71.1%,52.5%,41.7%
1.48,2.4%,4.8%,59.5%,76.0%,41.2%
0.76,11.9%,4.5%,67.2%,53.3%,54.5%
1.54,3.4%,2.3%,67.0%,71.2%,69.0%
1.33,0.0%,3.4%,74.1%,74.4%,60.0%
1.57,7.5%,10.0%,67.5%,77.8%,46.2%
0.66,0.0%,4.2%,80.3%,50.9%,35.7%
1.24,2.5%,1.3%,82.5%,69.7%,50.0%
1.50,5.6%,1.9%,68.5%,70.3%,52.9%
0.98,4.4%,3.3%,68.1%,61.3%,44.8%
2.97,9.3%,0.0%,81.4%,85.7%,87.5%
1.67,0.0%,1.7%,78.0%,63.0%,69.2%
1.13,2.1%,2.1%,68.8%,63.6%,76.7%
1.62,7.7%,1.9%,78.8%,73.2%,45.5%
0.91,0.0%,1.6%,80.3%,68.4%,62.5%
0.63,0.0%,1.6%,79.4%,58.0%,61.5%
0.84,0.0%,1.6%,85.9%,55.5%,55.6%
1.29,0.0%,2.7%,85.1%,60.3%,54.5%
2.05,4.4%,2.2%,82.2%,83.8%,62.5%
1.22,0.0%,2.2%,72.2%,66.2%,56.0%
1.17,0.0%,1.1%,82.4%,57.3%,81.3%
1.85,0.0%,0.0%,84.0%,83.3%,62.5%
2.15,2.1%,0.0%,95.7%,71.1%,50.0%
1.44,0.0%,1.9%,77.4%,73.2%,66.7%
1.52,1.3%,2.6%,71.4%,61.8%,77.3%
1.05,1.3%,2.6%,83.1%,60.9%,46.2%
1.13,2.5%,2.5%,74.7%,64.4%,35.0%
0.95,4.9%,2.5%,76.2%,66.7%,58.6%
1.15,2.6%,1.3%,70.5%,61.8%,47.8%
1.34,1.6%,1.6%,66.1%,75.6%,42.9%
0.72,0.0%,1.7%,69.0%,52.5%,55.6%
1.18,1.4%,0.0%,78.4%,63.8%,75.0%
1.58,1.8%,1.8%,85.5%,68.1%,62.5%
1.28,1.6%,3.3%,67.2%,70.7%,45.0%
0.94,6.3%,2.5%,69.6%,60.0%,41.7%
1.50,3.9%,5.9%,70.6%,77.8%,46.7%
1.14,1.9%,3.8%,69.5%,50.7%,59.4%
1.93,6.3%,0.0%,72.9%,80.0%,61.5%
1.77,5.0%,7.5%,65.0%,69.2%,42.9%
0.58,0.0%,0.0%,60.0%,57.6%,59.1%
1.01,1.1%,4.3%,73.1%,55.9%,40.0%
0.99,7.1%,1.0%,53.1%,73.1%,52.2%
0.44,6.1%,6.1%,66.7%,52.3%,50.0%
0.83,0.0%,1.5%,77.6%,57.7%,46.7%
0.59,0.0%,2.1%,74.5%,51.4%,25.0%
1.17,2.3%,2.3%,72.1%,74.2%,58.3%
1.37,0.0%,4.8%,64.5%,82.5%,50.0%
1.39,3.4%,5.1%,76.3%,80.0%,50.0%
0.62,0.0%,1.5%,80.9%,60.0%,46.2%
0.88,2.7%,8.2%,69.9%,64.7%,27.3%
1.33,3.7%,5.6%,79.6%,65.1%,36.4%
0.84,2.8%,5.6%,66.2%,70.2%,45.8%
1.94,1.9%,3.7%,79.6%,86.0%,36.4%
3.58,6.1%,0.0%,72.7%,79.2%,100.0%
0.47,0.0%,2.6%,63.2%,58.3%,28.6%
1.14,4.1%,0.0%,75.7%,64.3%,66.7%
1.25,0.0%,0.0%,79.4%,72.0%,53.8%
1.92,2.3%,2.3%,65.9%,82.8%,60.0%
0.75,1.6%,6.3%,71.4%,53.3%,44.4%
0.92,0.0%,0.0%,84.2%,65.0%,53.3%
1.14,1.9%,1.9%,74.0%,62.3%,55.6%
0.93,0.0%,2.7%,68.5%,60.0%,47.8%
1.20,6.4%,3.8%,65.4%,70.6%,48.1%
1.98,0.0%,4.2%,68.8%,84.8%,53.3%
1.36,0.0%,0.0%,80.0%,73.3%,80.0%
0.86,0.8%,1.7%,78.8%,53.8%,52.0%
1.03,0.0%,3.4%,79.8%,59.2%,61.1%
0.90,8.0%,5.3%,66.7%,64.0%,48.0%
1.05,0.0%,4.1%,67.6%,64.0%,33.3%
0.64,0.0%,12.0%,62.0%,38.7%,26.3%
1.42,3.8%,3.8%,67.3%,77.1%,47.1%
0.66,0.0%,1.7%,69.0%,57.5%,27.8%
1.26,2.9%,2.9%,73.5%,60.0%,50.0%
0.93,2.1%,5.2%,67.0%,58.5%,43.8%
0.86,1.7%,1.7%,76.1%,56.2%,39.3%
1.33,1.3%,7.8%,62.3%,70.8%,41.4%
0.66,2.4%,8.2%,58.8%,52.0%,34.3%
0.75,4.5%,7.5%,61.2%,65.9%,46.2%
0.97,1.0%,2.0%,66.3%,58.5%,48.5%
0.87,0.0%,8.1%,65.7%,52.3%,38.2%
0.75,0.0%,0.0%,67.9%,63.2%,33.3%
0.96,0.9%,2.7%,70.8%,65.0%,42.4%
0.47,0.0%,4.1%,57.1%,35.7%,42.9%
0.93,4.0%,3.0%,69.0%,68.1%,45.2%
1.28,1.5%,1.5%,67.7%,59.1%,57.1%
