DR,A%,DF%,1stIn,1st%,2nd%
2.60,15.0%,0.0%,62.5%,84.0%,73.3%
1.27,8.9%,0.0%,64.4%,70.8%,55.6%
1.00,9.0%,1.1%,65.2%,72.4%,58.1%
0.94,14.3%,1.2%,67.9%,59.6%,48.1%
1.49,22.5%,2.8%,50.7%,86.1%,71.4%
1.05,11.1%,2.8%,58.3%,73.8%,63.3%
1.39,17.0%,1.9%,60.4%,87.5%,33.3%
1.42,12.3%,1.8%,54.4%,80.6%,53.8%
0.57,11.1%,6.9%,51.4%,75.7%,34.3%
1.22,18.1%,4.8%,56.6%,76.6%,50.0%
2.02,26.4%,0.0%,52.8%,92.9%,72.0%
1.05,12.2%,5.1%,44.9%,72.7%,44.4%
2.62,27.5%,2.5%,75.0%,90.0%,50.0%
0.87,8.3%,3.3%,60.0%,72.2%,45.8%
1.52,9.7%,3.2%,64.5%,80.0%,63.6%
0.83,16.4%,1.6%,55.7%,70.6%,63.0%
0.70,5.9%,3.9%,51.0%,53.8%,44.0%
1.32,16.9%,0.0%,67.7%,65.9%,66.7%
0.96,6.3%,1.6%,57.0%,72.6%,45.5%
0.56,4.0%,0.0%,50.0%,48.0%,44.0%
0.92,3.7%,2.5%,51.9%,66.7%,59.0%
1.43,7.2%,4.8%,54.2%,84.4%,55.3%
0.73,17.4%,2.2%,56.5%,53.8%,55.0%
1.25,16.3%,2.0%,65.3%,73.4%,70.6%
2.66,23.1%,0.0%,64.1%,88.0%,71.4%
0.86,10.2%,2.0%,50.0%,75.5%,40.8%
0.81,11.3%,1.0%,55.7%,74.1%,48.8%
1.10,7.9%,4.0%,64.4%,72.3%,33.3%
0.90,4.5%,1.5%,45.5%,56.7%,52.8%
0.63,7.5%,1.5%,64.2%,60.5%,29.2%
1.60,9.5%,1.6%,73.0%,71.7%,76.5%
0.43,6.0%,0.0%,44.0%,59.1%,32.1%
0.40,3.2%,3.2%,49.2%,51.6%,50.0%
0.87,5.8%,1.9%,65.4%,58.8%,50.0%
0.90,7.1%,0.0%,61.2%,75.0%,36.4%
0.96,7.7%,5.1%,53.8%,78.6%,44.4%
0.55,1.7%,5.0%,43.3%,53.8%,50.0%
1.61,12.0%,4.0%,50.0%,84.0%,56.0%
1.91,16.1%,5.4%,51.8%,86.2%,70.4%
