DR,A%,DF%,1stIn,1st%,2nd%
1.22,3.8%,5.1%,71.8%,82.1%,59.1%
0.52,2.9%,5.9%,60.3%,56.1%,48.1%
1.13,3.1%,2.1%,63.9%,62.9%,48.6%
0.94,0.8%,1.7%,67.2%,55.0%,46.2%
1.08,1.0%,3.9%,62.7%,73.4%,39.5%
1.04,3.0%,7.0%,61.0%,72.1%,46.2%
1.00,3.7%,11.0%,58.5%,77.1%,52.9%
0.79,1.5%,6.2%,56.9%,67.6%,35.7%
0.77,4.2%,9.9%,59.2%,59.5%,37.9%
1.25,15.2%,6.1%,63.6%,73.8%,54.2%
1.11,5.6%,2.2%,64.0%,64.9%,50.0%
0.83,0.0%,5.7%,65.7%,71.7%,41.7%
1.08,8.3%,4.2%,68.1%,68.4%,63.0%
1.24,13.0%,3.4%,70.5%,78.6%,41.9%
2.33,8.3%,6.3%,62.5%,90.0%,72.2%
1.54,8.3%,1.7%,53.3%,90.6%,53.6%
0.78,5.8%,3.8%,67.3%,77.1%,47.1%
0.82,1.8%,7.0%,63.2%,61.1%,42.9%
1.21,3.5%,3.5%,70.9%,68.9%,56.0%
1.75,4.3%,6.4%,66.0%,83.9%,50.0%
2.55,18.2%,4.5%,63.6%,89.3%,62.5%
1.61,5.8%,5.8%,71.2%,78.4%,53.3%
1.47,7.1%,5.4%,67.9%,73.7%,50.0%
1.15,1.3%,6.3%,60.0%,66.7%,59.4%
2.28,10.3%,2.6%,69.2%,81.5%,75.0%
1.39,5.3%,2.7%,70.7%,64.2%,50.0%
2.43,14.3%,7.1%,61.9%,88.5%,62.5%
1.21,1.0%,11.0%,57.0%,71.9%,46.5%
0.83,12.9%,4.7%,61.2%,76.9%,36.4%
0.86,3.3%,8.2%,60.7%,64.9%,33.3%
1.92,10.8%,3.1%,61.5%,87.5%,64.0%
0.88,2.3%,4.5%,62.5%,72.7%,42.4%
1.00,6.6%,6.6%,63.2%,67.2%,41.0%
0.78,3.0%,6.1%,69.7%,67.4%,30.0%
1.20,4.2%,1.4%,75.0%,64.8%,55.6%
0.85,4.2%,4.2%,69.0%,65.3%,45.5%
0.99,8.3%,4.8%,73.8%,66.1%,50.0%
0.79,6.4%,2.6%,66.7%,71.2%,38.5%
1.16,8.7%,0.0%,62.3%,72.1%,61.5%
1.35,3.9%,7.8%,68.6%,62.9%,56.3%
1.06,12.9%,3.2%,64.5%,71.7%,54.5%
0.87,1.2%,6.0%,65.5%,65.5%,37.9%
1.81,8.0%,6.0%,56.0%,75.0%,72.7%
1.11,7.5%,6.5%,67.3%,63.9%,51.4%
1.38,13.2%,6.6%,62.3%,78.8%,57.5%
0.93,2.4%,6.0%,56.0%,78.7%,45.9%
1.07,7.4%,3.7%,64.2%,69.2%,48.3%
1.47,8.6%,4.3%,67.1%,68.1%,56.5%
0.92,3.3%,6.7%,55.0%,69.7%,48.1%
1.46,3.6%,3.6%,57.1%,81.3%,54.2%
0.69,0.0%,9.1%,61.8%,76.5%,52.4%
1.69,17.2%,3.4%,58.6%,85.3%,70.8%
0.69,5.3%,8.8%,63.2%,77.8%,47.6%
1.21,5.4%,5.4%,55.4%,73.2%,60.6%
0.80,4.4%,2.2%,68.1%,71.0%,51.7%
1.21,7.2%,5.8%,62.3%,74.4%,46.2%
0.87,1.0%,3.9%,75.5%,63.6%,48.0%
1.11,2.7%,2.7%,69.9%,70.6%,40.9%
0.97,9.9%,5.0%,52.5%,77.4%,39.6%
0.96,2.0%,4.1%,67.3%,66.7%,53.1%
0.80,5.0%,6.0%,63.0%,68.3%,43.2%
1.52,15.7%,3.9%,64.7%,69.7%,77.8%
0.96,4.3%,7.4%,60.6%,71.9%,43.2%
1.12,6.9%,6.9%,61.4%,75.8%,56.4%
1.25,6.3%,7.8%,67.2%,72.1%,61.9%
1.78,13.6%,6.8%,59.1%,80.8%,50.0%
1.18,3.6%,4.8%,69.0%,74.1%,38.5%
1.16,4.2%,5.6%,72.2%,73.1%,45.0%
1.83,4.0%,4.0%,60.0%,80.0%,60.0%
1.29,4.8%,3.6%,73.8%,71.0%,54.5%
0.69,1.5%,4.5%,48.5%,59.4%,47.1%
0.97,3.4%,3.4%,70.1%,59.0%,42.3%
1.21,0.0%,2.3%,66.3%,68.4%,55.2%
1.21,1.2%,4.7%,64.0%,74.5%,41.9%
2.20,9.5%,7.1%,64.3%,85.2%,60.0%
0.50,4.4%,8.8%,60.3%,65.9%,40.7%
0.70,7.3%,5.5%,60.0%,48.5%,36.4%
1.25,1.5%,3.0%,71.2%,76.6%,36.8%
3.49,17.1%,2.4%,68.3%,92.9%,76.9%
1.16,6.2%,4.6%,61.5%,85.0%,52.0%
1.27,6.8%,3.4%,61.0%,63.9%,69.6%
0.86,5.6%,5.6%,69.0%,62.1%,30.8%
1.10,5.5%,2.7%,67.1%,63.3%,62.5%
1.49,13.1%,0.0%,67.2%,73.2%,65.0%
0.45,2.0%,8.0%,62.0%,67.7%,15.8%
1.41,15.9%,2.9%,63.8%,79.5%,64.0%
1.90,14.3%,0.0%,71.4%,74.3%,78.6%
0.91,6.7%,2.2%,63.3%,61.4%,42.4%
0.68,9.1%,7.8%,53.2%,73.2%,38.9%
0.92,15.4%,0.0%,61.5%,81.3%,65.0%
1.02,5.1%,3.8%,59.5%,68.1%,56.3%
1.94,19.2%,1.9%,59.6%,90.3%,61.9%
1.72,3.6%,1.8%,70.9%,82.1%,62.5%
0.64,9.8%,7.8%,60.8%,54.8%,40.0%
1.11,9.9%,4.2%,63.4%,75.6%,53.8%
0.84,6.1%,5.1%,67.7%,55.2%,50.0%
0.88,6.4%,7.7%,65.4%,68.6%,40.7%
0.92,2.9%,4.4%,57.4%,71.8%,37.9%
3.90,2.9%,0.0%,58.8%,95.0%,64.3%
0.65,6.2%,1.2%,72.8%,64.4%,59.1%
0.78,4.9%,4.9%,59.0%,75.0%,32.0%
0.82,4.3%,5.8%,59.4%,65.9%,39.3%
2.19,16.1%,1.8%,69.6%,79.5%,82.4%
0.87,3.5%,1.2%,65.1%,62.5%,43.3%
1.01,7.5%,3.0%,59.7%,80.0%,63.0%
1.64,14.3%,3.2%,58.7%,81.1%,57.7%
1.04,5.1%,2.0%,69.7%,65.2%,70.0%
0.99,8.0%,2.3%,72.7%,82.8%,50.0%
1.40,11.3%,0.0%,67.7%,73.8%,35.0%
0.56,6.3%,2.1%,60.4%,65.5%,31.6%
0.74,14.5%,1.8%,65.5%,72.2%,47.4%
1.02,8.5%,5.3%,60.6%,82.5%,54.1%
1.14,4.5%,7.6%,66.7%,79.5%,45.5%
0.91,6.2%,4.1%,64.1%,62.4%,36.5%
1.02,2.0%,5.9%,62.4%,58.7%,42.1%
1.29,5.0%,6.7%,66.7%,75.0%,50.0%
1.60,2.3%,0.0%,76.7%,78.8%,40.0%
0.70,4.3%,4.3%,55.7%,56.4%,41.9%
1.47,6.6%,0.0%,49.2%,83.3%,61.3%
1.21,4.7%,5.7%,60.4%,65.6%,45.2%
1.04,7.9%,6.9%,52.5%,79.2%,43.8%
0.94,7.5%,3.7%,58.9%,63.5%,52.3%
1.13,5.7%,5.7%,62.1%,68.5%,51.5%
0.95,10.8%,2.7%,64.9%,72.9%,50.0%
0.86,6.2%,7.4%,48.1%,69.2%,50.0%
0.95,10.4%,3.1%,69.8%,77.6%,41.4%
2.66,23.9%,0.0%,67.4%,87.1%,86.7%
1.10,3.3%,3.3%,64.4%,69.0%,65.6%
1.68,10.9%,2.2%,69.6%,62.5%,78.6%
1.17,7.4%,4.9%,55.6%,82.2%,52.8%
0.87,4.7%,2.4%,58.8%,48.0%,42.9%
0.85,0.0%,5.1%,64.6%,59.4%,48.6%
1.42,6.0%,0.0%,67.2%,66.7%,72.7%
2.58,10.5%,2.6%,71.1%,81.5%,72.7%
0.87,1.9%,7.7%,48.1%,56.0%,33.3%
0.61,6.5%,4.3%,54.3%,60.0%,47.6%
