DR,A%,DF%,1stIn,1st%,2nd%
1.30,4.7%,3.1%,67.2%,76.7%,47.6%
0.93,4.7%,8.1%,51.2%,56.8%,57.1%
1.44,0.0%,1.8%,49.1%,66.7%,60.7%
1.87,2.6%,5.3%,63.2%,75.0%,64.3%
1.05,3.1%,1.6%,60.2%,63.6%,56.9%
0.95,3.4%,3.4%,66.1%,59.0%,40.0%
0.69,3.4%,11.9%,49.2%,65.5%,33.3%
0.75,6.8%,3.4%,52.3%,69.6%,69.0%
0.31,3.9%,3.9%,60.8%,54.8%,30.0%
0.81,0.0%,1.6%,66.1%,51.2%,47.6%
1.20,2.2%,4.4%,69.2%,61.9%,57.1%
1.67,13.2%,1.9%,66.0%,71.4%,55.6%
1.53,5.9%,2.9%,64.7%,68.2%,58.3%
1.83,0.0%,2.3%,60.5%,73.1%,58.8%
1.30,7.1%,0.0%,72.9%,66.7%,47.4%
1.08,4.7%,2.3%,62.8%,63.0%,62.5%
2.26,0.0%,2.8%,58.3%,81.0%,66.7%
0.62,4.7%,14.0%,44.2%,63.2%,29.2%
2.00,5.0%,2.5%,52.5%,76.2%,68.4%
0.55,0.0%,14.3%,53.6%,60.0%,38.5%
1.06,2.5%,4.1%,51.2%,67.7%,45.8%
0.89,2.9%,5.8%,58.3%,68.3%,44.2%
1.72,7.1%,3.6%,50.0%,67.9%,53.6%
0.72,4.1%,4.1%,63.5%,70.2%,51.9%
1.03,2.5%,8.8%,56.3%,66.7%,42.9%
1.09,0.9%,7.1%,53.6%,53.3%,61.5%
0.80,5.5%,3.6%,54.5%,60.0%,48.0%
0.67,3.8%,9.6%,46.2%,58.3%,42.9%
1.34,5.0%,1.7%,53.3%,81.3%,46.4%
0.61,8.3%,10.0%,61.7%,59.5%,30.4%
0.82,3.5%,7.0%,55.8%,68.8%,42.1%
1.56,11.3%,11.3%,60.4%,71.9%,38.1%
0.85,5.4%,5.4%,59.1%,50.9%,55.3%
1.06,12.2%,2.7%,59.5%,79.5%,60.0%
1.47,0.0%,4.3%,62.3%,76.7%,46.2%
0.76,1.4%,11.1%,51.4%,59.5%,42.9%
0.86,6.7%,2.2%,61.8%,67.3%,52.9%
0.73,3.3%,3.3%,70.7%,64.6%,48.1%
1.09,4.1%,4.1%,67.3%,62.1%,59.4%
