DR,A%,DF%,1stIn,1st%,2nd%
0.68,4.4%,6.7%,60.0%,70.4%,41.7%
0.55,10.0%,3.8%,60.0%,70.8%,43.8%
1.17,15.4%,2.2%,61.5%,73.2%,45.7%
1.38,14.7%,7.4%,64.7%,81.8%,45.8%
0.58,3.2%,6.3%,52.4%,57.6%,53.3%
1.35,9.3%,1.9%,59.3%,78.1%,50.0%
1.04,3.1%,2.0%,63.3%,62.9%,52.8%
0.57,0.0%,5.6%,58.3%,47.6%,40.0%
0.77,3.8%,2.6%,59.0%,47.8%,59.4%
1.57,5.3%,7.0%,64.9%,73.0%,70.0%
0.96,5.4%,6.8%,56.8%,73.8%,40.6%
1.24,6.5%,1.6%,61.3%,65.8%,54.2%
2.52,4.9%,0.0%,65.9%,85.2%,71.4%
0.71,3.9%,0.0%,60.5%,58.7%,53.3%
1.15,5.9%,2.4%,63.5%,59.3%,67.7%
1.05,3.8%,5.0%,68.8%,76.4%,56.0%
1.27,12.1%,0.0%,59.3%,72.2%,59.5%
0.56,0.0%,7.4%,51.5%,45.7%,48.5%
1.26,8.6%,2.2%,58.1%,77.8%,33.3%
0.76,2.0%,0.0%,60.8%,45.2%,50.0%
0.81,0.0%,2.2%,55.4%,62.7%,34.1%
0.86,0.0%,4.7%,66.3%,56.1%,44.8%
1.19,4.9%,1.2%,63.0%,62.7%,60.0%
0.71,1.1%,4.2%,63.2%,61.7%,45.7%
1.22,1.4%,2.8%,73.2%,71.2%,42.1%
0.71,1.3%,3.9%,53.9%,63.4%,42.9%
0.80,0.9%,6.5%,59.8%,53.1%,48.8%
1.16,1.9%,7.6%,64.8%,67.6%,51.4%
0.92,3.3%,6.7%,51.7%,67.7%,55.2%
0.96,0.0%,5.8%,52.2%,61.1%,51.5%
1.82,2.0%,2.0%,49.0%,83.3%,60.0%
1.02,2.1%,3.2%,71.3%,58.2%,51.9%
0.79,2.6%,1.3%,59.7%,63.0%,41.9%
1.50,6.4%,2.1%,44.7%,81.0%,61.5%
0.87,3.4%,0.0%,70.1%,64.6%,48.6%
0.85,1.0%,4.0%,58.0%,55.2%,40.5%
1.59,4.6%,6.2%,56.9%,83.8%,50.0%
