DR,A%,DF%,1stIn,1st%,2nd%
0.64,0.0%,1.6%,53.1%,52.9%,36.7%
0.93,6.8%,5.4%,54.1%,70.0%,47.1%
1.23,14.3%,3.9%,62.3%,77.1%,58.6%
0.95,10.4%,3.0%,61.2%,78.0%,53.8%
0.69,7.2%,2.9%,63.8%,65.9%,56.0%
0.98,7.3%,4.2%,57.3%,70.9%,63.4%
1.44,5.4%,1.8%,58.9%,81.8%,56.5%
0.98,9.0%,7.9%,57.3%,66.7%,39.5%
1.15,5.1%,4.1%,50.0%,73.5%,53.1%
1.38,2.7%,4.0%,54.7%,75.6%,55.9%
2.42,7.3%,2.4%,63.4%,84.6%,66.7%
0.88,5.7%,14.3%,51.4%,75.0%,23.5%
1.44,6.3%,9.5%,52.4%,75.8%,43.3%
0.95,11.5%,8.2%,67.2%,78.0%,60.0%
0.29,0.0%,0.0%,43.8%,42.9%,22.2%
1.41,7.8%,0.0%,56.3%,80.6%,60.7%
0.96,2.1%,4.2%,57.3%,65.5%,46.3%
0.75,5.7%,3.8%,58.5%,67.7%,45.5%
1.29,5.0%,5.0%,51.7%,67.7%,51.7%
1.28,8.8%,10.0%,57.5%,78.3%,47.1%
0.94,8.1%,3.6%,65.8%,64.4%,44.7%
0.69,0.0%,0.0%,56.4%,67.7%,50.0%
0.68,3.5%,4.7%,61.6%,62.3%,36.4%
0.35,8.3%,6.7%,68.3%,58.5%,36.8%
3.84,13.5%,0.0%,56.8%,90.5%,81.3%
1.08,6.8%,6.8%,55.7%,79.6%,51.3%
0.49,1.7%,5.0%,60.0%,58.3%,41.7%
1.49,3.6%,0.0%,66.1%,73.0%,68.4%
1.43,16.5%,3.8%,72.2%,78.9%,81.8%
1.33,4.8%,1.6%,64.5%,80.0%,40.9%
0.56,0.0%,1.7%,61.7%,56.8%,30.4%
1.28,0.0%,3.0%,67.2%,75.6%,40.9%
1.24,4.4%,1.8%,69.9%,74.7%,52.9%
2.69,15.4%,0.0%,74.4%,82.8%,60.0%
1.02,4.5%,0.0%,71.6%,62.5%,57.9%
0.83,1.7%,6.8%,64.4%,60.5%,23.8%
0.94,4.6%,0.9%,63.9%,65.2%,46.2%
0.80,3.8%,3.8%,53.8%,81.4%,37.8%
1.19,6.0%,7.5%,46.3%,77.4%,52.8%
1.17,7.7%,6.4%,67.9%,84.9%,56.0%
1.31,8.9%,5.1%,59.5%,87.2%,59.4%
0.92,13.4%,3.0%,62.7%,57.1%,44.0%
0.82,2.4%,2.4%,60.0%,58.8%,55.9%
0.63,1.8%,3.6%,61.8%,55.9%,52.4%
1.17,4.5%,4.5%,60.7%,66.7%,40.0%
1.11,1.3%,5.1%,58.2%,54.3%,66.7%
0.61,3.7%,0.0%,70.4%,50.0%,56.3%
1.30,8.9%,3.8%,54.4%,79.1%,47.2%
0.94,6.6%,0.0%,67.9%,65.3%,70.6%
0.79,3.9%,1.3%,68.4%,73.1%,37.5%
1.45,0.0%,3.7%,68.5%,78.4%,52.9%
0.76,5.1%,10.1%,55.7%,79.5%,40.0%
0.83,3.3%,3.3%,61.1%,58.2%,51.4%
0.84,5.4%,5.4%,53.6%,63.3%,42.3%
1.62,5.5%,3.6%,43.6%,75.0%,64.5%
0.97,3.9%,1.3%,63.2%,62.5%,53.6%
0.54,5.1%,10.1%,49.4%,82.1%,45.0%
1.34,1.3%,9.3%,50.7%,81.6%,54.1%
0.63,0.0%,7.6%,54.5%,63.9%,16.7%
1.23,10.0%,2.9%,61.4%,81.4%,44.4%
1.01,5.2%,2.6%,60.9%,75.7%,40.0%
2.39,7.3%,0.0%,63.4%,73.1%,86.7%
1.11,11.5%,2.6%,61.5%,66.7%,46.7%
1.50,6.8%,3.4%,64.4%,78.9%,57.1%
1.34,6.5%,1.6%,54.8%,67.6%,60.7%
1.24,1.5%,3.1%,60.0%,74.4%,34.6%
1.56,6.8%,3.4%,54.2%,84.4%,40.7%
1.92,8.3%,0.0%,62.5%,70.0%,66.7%
0.47,3.6%,5.5%,40.0%,50.0%,48.5%
1.97,13.3%,0.0%,57.8%,84.6%,63.2%
0.74,1.4%,9.9%,54.9%,59.0%,37.5%
0.87,6.2%,2.5%,70.4%,64.9%,58.3%
0.73,9.8%,9.8%,60.7%,64.9%,41.7%
1.49,7.7%,11.5%,57.7%,66.7%,45.5%
1.01,3.6%,4.8%,58.3%,71.4%,45.7%
0.92,3.4%,6.8%,67.8%,65.0%,42.1%
0.75,2.4%,2.4%,64.3%,59.3%,33.3%
1.94,0.0%,4.0%,70.0%,80.0%,66.7%
1.04,4.8%,1.2%,60.2%,68.0%,60.6%
0.90,4.8%,7.1%,64.3%,70.4%,46.7%
0.95,1.1%,4.6%,41.4%,63.9%,47.1%
0.65,0.0%,2.9%,43.5%,50.0%,46.2%
1.50,6.0%,4.0%,56.0%,78.6%,50.0%
0.97,2.1%,1.0%,71.9%,56.5%,51.9%
2.00,14.6%,2.1%,68.8%,75.8%,60.0%
1.55,10.9%,1.8%,61.8%,76.5%,57.1%
1.30,6.9%,1.1%,73.6%,76.6%,65.2%
2.29,0.0%,0.0%,73.8%,83.9%,63.6%
1.49,8.9%,0.0%,57.1%,71.9%,58.3%
2.44,5.0%,2.5%,60.0%,83.3%,75.0%
2.76,16.2%,2.7%,64.9%,83.3%,69.2%
0.53,1.1%,1.1%,69.3%,75.4%,44.4%
0.74,1.2%,3.7%,64.2%,61.5%,37.9%
1.03,3.2%,5.6%,61.3%,72.4%,37.5%
