DR,A%,DF%,1stIn,1st%,2nd%
0.64,9.5%,4.8%,50.0%,47.6%,33.3%
0.84,2.0%,7.8%,56.9%,62.1%,45.5%
1.01,10.9%,4.0%,61.4%,79.0%,48.7%
0.79,7.0%,0.0%,40.4%,82.6%,52.9%
1.46,22.7%,6.2%,60.8%,84.7%,57.9%
1.20,17.9%,4.5%,58.2%,84.6%,46.4%
0.90,8.8%,9.8%,67.6%,68.1%,45.5%
0.96,4.2%,7.0%,52.1%,75.7%,38.2%
1.06,14.4%,5.9%,66.9%,75.9%,53.8%
1.22,11.6%,4.7%,59.3%,72.5%,51.4%
2.82,13.0%,4.3%,67.4%,96.8%,66.7%
0.74,9.1%,4.5%,54.5%,58.3%,63.3%
1.74,9.4%,1.9%,45.3%,91.7%,58.6%
0.69,17.1%,10.0%,52.9%,81.1%,39.4%
1.12,13.6%,7.4%,55.6%,73.3%,47.2%
1.32,15.3%,8.5%,62.7%,83.8%,45.5%
1.63,14.0%,4.0%,64.0%,75.0%,50.0%
0.68,4.1%,4.1%,60.3%,70.5%,37.9%
0.44,20.3%,6.8%,61.0%,77.8%,26.1%
1.36,13.3%,8.0%,54.7%,85.4%,52.9%
1.41,15.6%,4.7%,57.8%,75.7%,48.1%
1.03,16.8%,5.6%,61.7%,78.8%,48.8%
0.93,8.0%,6.9%,60.9%,81.1%,29.4%
1.21,9.1%,9.1%,68.2%,83.3%,32.1%
0.93,6.5%,6.5%,75.0%,72.5%,26.1%
0.62,15.3%,6.9%,54.2%,56.4%,48.5%
1.48,0.0%,7.8%,66.7%,70.6%,58.8%
1.37,11.1%,7.9%,65.1%,73.2%,45.5%
0.71,10.6%,6.4%,53.2%,66.0%,47.7%
1.13,13.0%,7.2%,68.1%,78.7%,45.5%
1.10,1.2%,2.4%,75.3%,65.6%,57.1%
2.14,10.4%,4.2%,70.8%,85.3%,57.1%
0.77,12.3%,10.5%,59.6%,76.5%,34.8%
1.31,11.7%,8.3%,68.3%,68.3%,36.8%
1.39,11.3%,4.2%,63.4%,75.6%,76.9%
1.37,9.2%,5.7%,63.2%,78.2%,65.6%
1.19,10.7%,6.7%,69.3%,82.7%,34.8%
1.20,6.2%,4.9%,69.1%,76.8%,40.0%
0.80,9.1%,9.1%,62.1%,73.2%,40.0%
0.79,6.0%,13.4%,59.7%,65.0%,37.0%
1.29,8.5%,12.7%,57.7%,75.6%,53.3%
0.78,14.3%,9.5%,58.7%,70.3%,50.0%
0.47,5.2%,7.8%,57.1%,54.5%,42.4%
0.36,2.9%,17.1%,31.4%,36.4%,33.3%
1.59,5.2%,6.5%,72.7%,69.6%,57.1%
0.75,10.4%,6.0%,73.1%,73.5%,44.4%
