DR,A%,DF%,1stIn,1st%,2nd%
1.25,8.5%,3.4%,59.3%,68.6%,58.3%
2.28,11.1%,2.2%,64.4%,89.7%,62.5%
1.33,5.7%,4.8%,58.1%,75.4%,70.5%
0.86,8.8%,8.8%,48.5%,69.7%,45.7%
0.65,5.3%,14.7%,45.3%,74.4%,46.2%
0.63,4.2%,2.1%,58.3%,53.6%,35.0%
1.11,12.1%,10.3%,62.1%,77.8%,50.0%
4.31,20.0%,0.0%,60.0%,100.0%,60.0%
0.97,6.0%,6.0%,59.0%,69.4%,44.1%
0.82,6.5%,5.2%,61.0%,74.5%,40.0%
1.58,5.8%,7.7%,51.9%,81.5%,64.0%
0.93,2.4%,5.9%,60.0%,60.8%,52.9%
1.32,3.6%,6.0%,71.1%,76.3%,37.5%
1.36,11.1%,8.9%,68.9%,71.0%,35.7%
0.80,0.0%,10.2%,61.0%,52.8%,43.5%
1.31,2.0%,6.9%,40.6%,70.7%,46.7%
0.74,0.0%,10.8%,58.1%,65.1%,35.5%
1.07,2.1%,6.2%,63.9%,62.9%,45.7%
1.44,0.0%,3.8%,63.5%,72.7%,36.8%
0.77,6.9%,3.4%,58.6%,64.7%,54.2%
0.90,0.9%,5.6%,54.2%,70.7%,57.1%
1.29,7.7%,9.2%,67.7%,56.8%,33.3%
0.56,1.5%,7.5%,59.7%,67.5%,40.7%
0.86,1.3%,5.3%,73.7%,60.7%,55.0%
1.40,1.8%,7.3%,67.3%,81.1%,50.0%
1.45,0.0%,9.4%,69.8%,83.8%,31.3%
0.82,1.9%,3.8%,64.2%,58.8%,47.4%
0.97,0.9%,8.4%,65.4%,64.3%,37.8%
1.27,3.4%,6.9%,72.4%,66.7%,50.0%
0.90,0.8%,3.2%,67.5%,58.8%,39.0%
1.64,2.2%,4.3%,71.7%,78.8%,46.2%
1.28,3.8%,0.0%,64.2%,58.8%,63.2%
0.95,8.9%,3.8%,70.9%,69.6%,34.8%
1.48,5.4%,5.4%,58.9%,72.7%,52.2%
0.93,3.0%,1.5%,62.7%,59.5%,60.0%
0.72,0.0%,7.1%,57.1%,62.5%,16.7%
0.45,6.7%,3.3%,66.7%,75.0%,30.0%
0.72,2.6%,2.6%,56.6%,51.2%,45.5%
0.96,2.2%,3.2%,58.1%,57.4%,53.8%
1.09,2.0%,5.0%,68.0%,57.4%,56.3%
0.91,6.9%,5.2%,56.9%,60.6%,52.0%
1.17,6.8%,3.4%,61.0%,72.2%,47.8%
0.94,8.3%,7.3%,66.1%,77.8%,43.2%
1.27,6.8%,1.7%,50.8%,66.7%,69.0%
0.88,2.0%,2.0%,74.0%,54.1%,76.9%
1.10,1.4%,5.8%,62.3%,60.5%,61.5%
1.21,6.0%,4.0%,63.0%,63.5%,54.1%
0.33,6.3%,0.0%,62.5%,63.3%,33.3%
0.72,5.9%,5.9%,65.9%,62.5%,44.8%
0.81,3.6%,4.8%,65.5%,76.4%,37.9%
1.16,6.2%,1.2%,58.0%,63.8%,70.6%
1.33,10.7%,1.8%,66.1%,75.7%,52.6%
1.32,0.0%,3.9%,60.8%,67.7%,60.0%
1.17,3.2%,1.1%,72.3%,66.2%,69.2%
1.58,8.9%,3.6%,64.3%,75.0%,55.0%
0.86,7.1%,5.7%,64.3%,68.9%,48.0%
0.75,3.0%,18.2%,48.5%,66.7%,35.3%
0.40,13.3%,10.0%,40.0%,70.8%,44.4%
0.41,2.0%,2.0%,62.7%,62.5%,31.6%
1.18,7.7%,6.2%,64.6%,76.2%,52.2%
2.50,0.0%,0.0%,40.0%,100.0%,66.7%
0.72,7.1%,7.1%,51.8%,65.5%,33.3%
0.77,8.9%,16.5%,45.6%,61.1%,41.9%
0.63,3.8%,9.4%,52.8%,67.9%,44.0%
1.24,7.2%,7.2%,49.3%,79.4%,57.1%
0.81,5.4%,8.1%,64.9%,75.0%,34.6%
1.36,14.3%,5.4%,57.1%,75.0%,45.8%
0.89,10.6%,3.5%,58.4%,71.2%,59.6%
1.54,2.1%,4.2%,52.1%,64.0%,60.9%
0.53,2.0%,8.2%,57.1%,67.9%,33.3%
1.31,6.5%,4.7%,66.4%,78.9%,47.2%
0.95,4.1%,5.2%,70.1%,64.7%,44.8%
1.24,8.9%,1.3%,74.7%,71.2%,50.0%
1.33,2.9%,4.3%,58.0%,57.5%,65.5%
1.34,5.0%,3.0%,72.3%,69.9%,53.6%
1.04,2.6%,2.6%,76.3%,72.4%,27.8%
1.02,10.3%,4.6%,63.2%,72.7%,46.9%
0.48,0.0%,0.0%,70.5%,58.1%,30.8%
1.21,1.7%,3.4%,55.9%,57.6%,53.8%
0.76,2.7%,1.3%,50.7%,60.5%,32.4%
1.58,0.0%,1.8%,49.1%,71.4%,69.0%
0.59,2.3%,6.8%,50.0%,54.5%,36.4%
0.96,5.3%,4.3%,54.3%,70.6%,51.2%
1.12,6.0%,4.5%,55.2%,73.0%,63.3%
0.63,4.4%,6.7%,46.7%,66.7%,25.0%
1.43,8.1%,6.8%,64.9%,79.2%,61.5%
0.89,1.1%,5.3%,60.6%,66.7%,51.4%
0.93,1.6%,9.5%,69.8%,61.4%,31.6%
0.64,1.8%,10.5%,63.2%,66.7%,33.3%
1.09,6.2%,4.6%,69.2%,62.2%,50.0%
0.75,7.0%,10.5%,50.9%,55.2%,39.3%
1.60,6.3%,2.1%,47.9%,82.6%,56.0%
2.45,8.9%,2.2%,60.0%,85.2%,77.8%
1.08,8.7%,4.3%,48.7%,73.2%,52.5%
1.10,3.6%,5.5%,57.3%,69.8%,48.9%
0.56,5.6%,7.4%,44.4%,79.2%,43.3%
0.58,8.1%,3.0%,55.6%,74.5%,56.8%
0.74,1.8%,8.9%,48.2%,55.6%,37.9%
0.88,1.9%,4.6%,58.3%,63.5%,46.7%
1.14,3.2%,4.8%,69.8%,65.9%,52.6%
1.72,8.2%,4.1%,61.2%,83.3%,52.6%
0.46,8.3%,5.0%,65.0%,59.0%,47.6%
1.04,8.2%,5.5%,56.4%,74.2%,50.0%
1.29,1.7%,3.4%,62.7%,73.0%,45.5%
1.01,2.2%,5.4%,63.4%,61.0%,52.9%
1.23,3.1%,1.6%,67.2%,62.8%,57.1%
0.31,3.6%,1.8%,67.3%,56.8%,33.3%
0.88,4.8%,3.2%,68.3%,60.5%,50.0%
0.74,8.6%,4.3%,60.0%,76.2%,42.9%
1.76,27.3%,5.5%,60.0%,84.8%,59.1%
0.79,1.8%,3.6%,62.7%,68.1%,46.3%
0.86,2.7%,8.1%,45.9%,79.4%,47.5%
0.69,0.0%,5.4%,37.8%,42.9%,34.8%
1.26,10.6%,8.5%,51.1%,87.5%,45.7%
0.69,7.1%,8.9%,55.4%,54.8%,36.0%
0.75,1.8%,0.0%,73.2%,53.7%,53.3%
0.56,0.0%,8.6%,63.8%,64.9%,38.1%
1.28,8.3%,4.2%,62.5%,80.0%,58.3%
0.83,2.5%,2.5%,63.6%,59.7%,59.1%
0.90,4.4%,3.3%,73.3%,60.6%,66.7%
0.90,0.0%,6.1%,67.9%,60.7%,47.6%
0.90,5.7%,5.7%,65.1%,78.3%,54.1%
1.39,5.1%,3.4%,62.7%,67.6%,50.0%
0.82,6.1%,6.1%,61.0%,66.0%,53.1%
2.94,10.0%,2.5%,55.0%,86.4%,77.8%
1.52,25.0%,11.5%,55.8%,96.6%,47.8%
2.82,17.0%,4.3%,63.8%,90.0%,76.5%
0.86,4.5%,6.1%,66.7%,68.2%,40.9%
1.09,2.5%,6.2%,58.0%,68.1%,47.1%
1.29,3.1%,6.2%,52.3%,70.6%,54.8%
0.85,3.2%,2.4%,70.2%,63.2%,48.6%
2.03,9.1%,0.0%,56.8%,80.0%,68.4%
0.97,8.4%,5.3%,57.9%,67.3%,27.5%
1.10,3.5%,3.5%,58.8%,80.0%,45.7%
1.25,5.7%,2.3%,58.6%,74.5%,58.3%
1.39,9.3%,6.7%,60.0%,73.3%,46.7%
1.53,2.3%,4.5%,54.5%,83.3%,45.0%
1.40,5.9%,5.9%,55.9%,73.7%,60.0%
1.20,5.3%,3.9%,60.5%,73.9%,46.7%
0.61,5.6%,1.4%,52.1%,67.6%,38.2%
0.95,5.1%,2.6%,73.1%,63.2%,52.4%
1.06,3.1%,0.0%,67.3%,62.1%,59.4%
0.82,1.9%,13.5%,57.7%,76.7%,27.3%
0.62,3.1%,9.4%,59.4%,68.4%,42.3%
1.01,11.2%,3.1%,59.2%,65.5%,57.5%
0.85,1.6%,4.8%,66.7%,66.7%,42.9%
1.24,2.9%,2.9%,61.8%,76.2%,57.7%
0.99,12.5%,8.0%,62.5%,78.2%,33.3%
1.27,13.3%,5.0%,58.3%,80.0%,60.0%
1.33,9.1%,5.5%,61.8%,85.3%,38.1%
0.83,4.2%,6.3%,54.2%,63.5%,52.3%
0.88,3.4%,5.1%,67.8%,60.0%,52.6%
1.03,5.9%,4.7%,61.2%,73.1%,48.5%
1.67,12.2%,5.4%,54.1%,85.0%,64.7%
1.47,11.1%,3.7%,55.6%,73.3%,66.7%
0.76,1.7%,1.7%,61.0%,63.9%,47.8%
1.07,14.1%,3.5%,52.9%,77.8%,47.5%
0.95,6.9%,2.8%,63.9%,69.6%,42.3%
0.96,3.1%,6.3%,60.4%,77.6%,39.5%
0.73,2.3%,2.3%,59.3%,54.9%,40.0%
1.06,1.8%,1.8%,57.7%,65.6%,53.2%
0.54,2.1%,4.3%,68.1%,68.8%,13.3%
1.45,11.1%,1.9%,68.5%,70.3%,47.1%
0.66,5.0%,10.0%,55.0%,68.2%,38.9%
1.15,2.8%,0.0%,66.2%,57.4%,75.0%
1.29,3.3%,6.6%,63.9%,71.8%,40.9%
1.19,1.4%,8.6%,62.9%,68.2%,53.8%
0.93,8.3%,10.2%,61.1%,69.7%,40.5%
1.16,0.0%,5.2%,67.5%,69.2%,40.0%
1.30,1.5%,3.0%,62.1%,73.2%,68.0%
0.76,0.0%,7.5%,64.2%,67.4%,37.5%
0.78,2.9%,4.3%,53.6%,62.2%,37.5%
0.81,3.3%,13.3%,61.7%,62.2%,43.5%
0.88,4.3%,6.4%,75.5%,67.6%,47.8%
1.13,3.1%,11.2%,51.0%,76.0%,47.9%
1.15,6.3%,5.3%,51.6%,77.6%,56.5%
0.71,6.1%,6.1%,51.5%,70.6%,43.8%
1.24,12.5%,3.6%,53.6%,76.7%,57.7%
