DR,A%,DF%,1stIn,1st%,2nd%
0.80,4.8%,5.8%,62.5%,70.8%,46.2%
2.31,9.3%,4.7%,48.8%,95.2%,59.1%
1.76,19.5%,2.4%,68.3%,78.6%,46.2%
1.14,9.1%,1.1%,58.0%,72.5%,70.3%
0.65,9.9%,2.8%,59.2%,69.0%,41.4%
0.88,5.8%,2.9%,67.0%,71.0%,44.1%
1.53,10.7%,0.0%,57.1%,84.4%,58.3%
1.23,3.2%,3.2%,67.7%,71.4%,55.0%
0.81,5.0%,2.0%,63.4%,56.3%,51.4%
0.57,1.4%,1.4%,65.3%,55.3%,40.0%
1.33,11.1%,5.6%,59.7%,79.1%,58.6%
2.18,9.5%,2.4%,71.4%,66.7%,75.0%
0.92,10.2%,2.0%,55.1%,66.7%,38.6%
1.43,11.1%,3.2%,61.9%,71.8%,62.5%
0.61,8.1%,4.0%,61.3%,64.5%,29.2%
1.06,9.7%,6.5%,61.3%,71.6%,55.0%
0.68,4.8%,2.4%,57.1%,79.2%,38.9%
0.95,7.9%,2.0%,54.5%,63.6%,56.5%
1.65,7.4%,3.7%,53.7%,75.9%,64.0%
0.57,6.8%,4.5%,61.4%,55.6%,35.3%
0.67,9.6%,3.8%,65.4%,76.5%,38.9%
1.15,7.7%,5.1%,57.7%,73.3%,57.6%
1.36,10.8%,3.1%,73.8%,75.0%,58.8%
0.47,5.1%,5.1%,71.2%,69.0%,29.4%
1.01,3.9%,2.6%,53.2%,73.2%,58.3%
1.06,7.1%,6.3%,58.7%,64.9%,61.5%
0.55,5.6%,2.2%,61.1%,58.2%,57.1%
1.45,15.8%,7.0%,68.4%,82.1%,33.3%
0.54,2.4%,2.4%,61.2%,61.5%,45.5%
0.48,5.2%,10.3%,67.2%,48.7%,47.4%
1.18,8.7%,2.9%,58.0%,70.0%,51.7%
1.03,7.5%,2.5%,68.8%,74.5%,52.0%
0.99,8.4%,4.7%,59.8%,68.8%,48.8%
1.61,5.2%,8.6%,69.0%,87.5%,44.4%
1.10,5.4%,8.1%,59.5%,72.7%,60.0%
1.50,10.2%,2.0%,67.3%,75.8%,62.5%
1.10,10.5%,2.6%,64.5%,77.6%,55.6%
3.10,2.3%,4.7%,62.8%,85.2%,87.5%
1.82,8.3%,0.0%,64.6%,83.9%,47.1%
1.33,5.6%,1.9%,70.4%,71.1%,68.8%
1.53,8.7%,2.2%,69.6%,81.3%,42.9%
0.74,3.3%,4.9%,59.0%,55.6%,40.0%
0.98,5.6%,2.8%,63.9%,60.9%,46.2%
1.69,2.4%,7.1%,61.9%,80.8%,37.5%
1.02,2.9%,2.2%,67.9%,62.4%,61.4%
2.15,18.6%,2.3%,62.8%,88.9%,56.3%
1.54,1.9%,3.8%,65.4%,73.5%,50.0%
1.22,7.8%,1.1%,71.1%,75.0%,46.2%
0.79,3.6%,0.0%,65.5%,72.2%,52.6%
0.53,11.9%,19.0%,45.2%,78.9%,17.4%
