DR,A%,DF%,1stIn,1st%,2nd%
0.73,6.7%,8.6%,60.0%,63.5%,50.0%
1.40,14.8%,5.6%,61.1%,78.8%,66.7%
1.80,10.2%,10.2%,63.3%,87.1%,55.6%
0.68,8.1%,0.0%,66.1%,63.4%,47.6%
0.84,9.2%,4.6%,55.4%,75.0%,44.8%
1.17,23.2%,0.0%,72.5%,78.0%,52.6%
1.79,15.1%,1.9%,62.3%,84.8%,70.0%
1.35,9.5%,3.2%,63.5%,77.5%,39.1%
0.92,9.6%,3.6%,62.7%,67.3%,54.8%
1.13,17.4%,1.4%,62.3%,83.7%,65.4%
1.01,14.3%,2.0%,61.2%,63.3%,55.3%
0.72,11.8%,7.8%,58.8%,76.7%,38.1%
1.56,11.1%,5.6%,70.4%,71.1%,62.5%
1.29,9.4%,6.3%,54.7%,77.1%,44.8%
2.17,14.0%,6.0%,58.0%,96.6%,57.1%
0.81,12.7%,5.5%,58.2%,81.3%,21.7%
0.84,14.0%,2.2%,62.4%,70.7%,42.9%
0.80,5.1%,6.4%,51.3%,62.5%,42.1%
1.08,10.6%,1.8%,68.1%,72.7%,52.8%
0.82,14.9%,5.4%,58.1%,83.7%,54.8%
0.47,5.2%,6.9%,53.4%,77.4%,29.6%
1.50,16.7%,6.3%,45.8%,77.3%,57.7%
1.13,12.3%,4.9%,54.3%,79.5%,37.8%
1.43,8.0%,4.5%,53.4%,87.2%,56.1%
0.74,1.7%,6.7%,48.3%,58.6%,51.6%
1.13,18.2%,2.6%,67.5%,78.8%,56.0%
1.26,23.8%,4.8%,73.0%,73.9%,52.9%
1.69,23.2%,1.2%,69.5%,84.2%,72.0%
0.87,25.0%,5.2%,61.5%,76.3%,43.2%
1.17,13.5%,2.7%,56.8%,76.2%,56.3%
1.22,15.1%,1.4%,46.6%,82.4%,48.7%
1.15,13.1%,4.0%,60.6%,83.3%,59.0%
1.17,12.7%,3.2%,57.1%,77.8%,37.0%
1.45,16.3%,5.8%,62.8%,83.3%,53.1%
0.80,9.1%,7.6%,51.5%,79.4%,56.3%
0.70,20.5%,3.8%,44.9%,82.9%,58.1%
0.84,10.7%,4.9%,60.2%,69.4%,63.4%
1.07,12.2%,5.4%,60.8%,75.6%,55.2%
