DR,A%,DF%,1stIn,1st%,2nd%
0.45,13.2%,4.4%,57.4%,59.0%,44.8%
1.75,14.6%,4.2%,54.2%,73.1%,63.6%
2.15,19.3%,1.8%,64.9%,83.8%,70.0%
3.43,38.2%,2.9%,70.6%,91.7%,60.0%
0.95,24.2%,5.1%,64.6%,84.4%,37.1%
0.86,7.7%,2.9%,56.7%,67.8%,46.7%
0.24,0.0%,4.2%,50.0%,54.2%,41.7%
1.15,7.6%,3.8%,57.0%,75.6%,52.9%
1.59,10.4%,0.0%,60.4%,72.4%,57.9%
1.61,12.5%,3.6%,66.1%,70.3%,73.7%
0.74,6.6%,8.2%,49.2%,66.7%,54.8%
1.17,18.2%,1.1%,76.1%,79.1%,71.4%
1.35,10.6%,1.2%,62.4%,73.6%,56.3%
1.57,11.8%,2.0%,72.5%,81.1%,71.4%
1.33,24.4%,2.4%,64.6%,79.2%,62.1%
0.80,10.0%,3.8%,48.8%,74.4%,53.7%
1.03,7.7%,7.7%,50.0%,64.1%,51.3%
1.41,9.0%,3.4%,51.7%,78.3%,60.5%
0.84,10.3%,7.4%,52.9%,75.0%,43.8%
0.59,11.6%,7.2%,59.4%,68.3%,42.9%
0.82,4.6%,6.9%,62.1%,72.2%,45.5%
1.30,9.9%,3.7%,55.6%,80.0%,55.6%
1.71,6.1%,6.1%,51.0%,96.0%,58.3%
1.16,6.5%,4.8%,48.4%,73.3%,56.3%
0.99,17.9%,9.8%,59.8%,85.1%,57.8%
0.97,14.3%,6.6%,48.4%,77.3%,55.3%
0.62,4.1%,8.2%,57.1%,60.7%,33.3%
1.35,19.2%,3.8%,66.7%,75.0%,53.8%
0.88,4.5%,5.6%,52.8%,59.6%,45.2%
2.76,13.0%,2.2%,54.3%,92.0%,81.0%
0.97,6.9%,3.4%,67.8%,76.3%,42.9%
1.02,8.7%,4.9%,55.3%,73.7%,43.5%
0.81,9.0%,8.2%,50.0%,73.8%,47.5%
0.91,15.8%,8.8%,63.2%,69.4%,42.9%
1.04,8.3%,4.2%,57.3%,76.4%,48.8%
1.20,12.3%,0.0%,54.3%,79.5%,56.8%
0.72,9.2%,4.6%,53.8%,68.6%,46.7%
0.87,14.0%,3.7%,52.2%,70.4%,52.3%
0.84,10.5%,2.6%,53.9%,73.2%,54.3%
1.50,5.6%,3.7%,50.0%,74.1%,66.7%
0.51,8.2%,4.9%,42.6%,69.2%,34.3%
0.85,9.7%,6.8%,52.4%,74.1%,49.0%
0.55,6.5%,4.8%,56.5%,48.6%,37.0%
1.30,2.6%,2.6%,71.1%,70.4%,45.5%
1.34,8.9%,0.0%,50.0%,78.6%,53.6%
0.35,2.0%,2.0%,56.9%,41.4%,31.8%
1.44,10.7%,1.8%,53.6%,83.3%,50.0%
1.11,10.6%,5.3%,56.4%,83.0%,61.0%
1.24,17.9%,6.0%,52.2%,85.7%,56.3%
0.93,9.2%,5.7%,49.4%,74.4%,56.8%
0.84,4.2%,8.3%,55.2%,69.8%,53.5%
1.77,15.2%,2.2%,67.4%,64.5%,86.7%
1.08,9.1%,9.1%,70.1%,72.2%,47.8%
1.01,8.6%,1.9%,59.0%,71.0%,48.8%
1.14,12.2%,4.1%,59.5%,84.1%,53.3%
0.84,5.4%,4.5%,56.8%,73.0%,60.4%
0.85,15.0%,5.0%,40.0%,66.7%,55.6%
1.79,13.7%,2.0%,54.9%,89.3%,65.2%
1.11,14.3%,7.8%,59.7%,78.3%,51.6%
0.92,4.5%,4.5%,62.7%,66.7%,44.0%
1.20,13.4%,4.9%,62.2%,76.5%,54.8%
0.65,14.5%,4.8%,58.1%,72.2%,46.2%
1.42,25.6%,3.5%,70.9%,80.3%,64.0%
0.74,7.5%,3.0%,56.7%,81.6%,44.8%
1.58,18.3%,3.3%,58.3%,85.7%,64.0%
0.56,9.4%,1.9%,66.0%,68.6%,66.7%
2.30,2.4%,4.8%,59.5%,88.0%,64.7%
1.60,20.8%,4.2%,63.9%,84.8%,76.9%
0.67,5.8%,1.9%,61.5%,59.4%,35.0%
0.94,16.5%,2.6%,67.0%,71.4%,55.3%
1.10,12.2%,1.4%,62.2%,78.3%,60.7%
1.05,12.2%,6.8%,63.5%,78.7%,44.4%
1.03,16.7%,3.3%,66.7%,78.3%,50.0%
0.99,14.0%,3.7%,65.4%,72.9%,59.5%
1.28,2.7%,4.1%,56.2%,68.3%,50.0%
1.12,11.6%,4.1%,56.2%,70.6%,60.4%
0.99,6.5%,1.9%,58.9%,66.7%,54.5%
1.85,9.1%,0.0%,50.0%,77.3%,72.7%
1.50,10.0%,5.0%,46.7%,89.3%,65.6%
0.68,5.9%,3.9%,51.0%,73.1%,56.0%
0.85,6.4%,7.3%,50.9%,67.9%,40.7%
1.49,12.5%,5.4%,51.8%,75.9%,59.3%
2.35,11.4%,2.3%,56.8%,88.0%,63.2%
0.99,5.9%,4.9%,52.0%,62.3%,57.1%
2.18,13.0%,6.5%,50.0%,91.3%,69.6%
1.84,9.5%,2.4%,54.8%,78.3%,63.2%
0.95,1.9%,4.7%,57.0%,65.6%,50.0%
1.59,6.9%,2.8%,48.6%,80.0%,70.3%
1.36,20.8%,1.3%,55.8%,76.7%,61.8%
0.79,10.9%,5.5%,60.9%,70.5%,32.0%
1.03,9.4%,4.2%,62.5%,73.3%,61.1%
0.80,10.6%,1.9%,56.7%,61.0%,48.9%
0.79,14.7%,6.3%,64.2%,75.4%,44.1%
1.60,21.2%,1.9%,75.0%,87.2%,61.5%
1.63,21.5%,4.6%,50.8%,81.8%,71.9%
0.88,11.2%,3.1%,60.2%,67.8%,51.3%
0.94,10.8%,5.9%,54.9%,75.0%,47.8%
0.99,8.7%,8.7%,59.2%,75.4%,50.0%
1.07,3.5%,7.1%,54.1%,80.4%,46.2%
0.68,20.8%,3.8%,77.4%,65.9%,16.7%
1.58,9.8%,2.0%,60.8%,71.0%,60.0%
0.74,5.6%,3.7%,55.6%,73.3%,41.7%
0.55,6.5%,6.5%,52.2%,75.0%,31.8%
0.77,8.5%,1.4%,57.7%,65.9%,50.0%
0.79,7.0%,1.8%,68.4%,69.2%,44.4%
0.58,2.0%,7.8%,45.1%,65.2%,42.9%
1.06,5.9%,0.0%,61.2%,67.3%,63.6%
1.21,5.7%,7.1%,57.1%,77.5%,43.3%
0.69,4.7%,4.7%,53.5%,78.3%,30.0%
1.00,15.4%,2.6%,65.0%,77.6%,78.0%
0.47,1.7%,0.0%,55.9%,66.7%,46.2%
0.71,5.6%,2.8%,59.7%,69.8%,44.8%
1.87,0.0%,4.5%,59.1%,76.9%,72.2%
0.68,1.9%,3.8%,53.8%,67.9%,37.5%
0.99,1.0%,3.8%,56.2%,76.3%,41.3%
1.09,5.4%,0.0%,58.1%,77.8%,46.2%
0.96,3.9%,4.9%,63.1%,64.6%,42.1%
0.56,11.7%,0.0%,65.0%,66.7%,47.6%
0.84,1.5%,1.5%,64.2%,65.1%,66.7%
0.74,4.8%,3.2%,67.7%,59.5%,45.0%
2.25,16.7%,4.8%,54.8%,91.3%,57.9%
0.66,3.8%,10.3%,51.3%,65.0%,39.5%
1.70,6.8%,1.7%,67.8%,82.5%,73.7%
1.19,10.5%,6.6%,56.6%,81.4%,45.5%
1.34,15.1%,1.9%,56.6%,76.7%,65.2%
1.08,8.1%,5.1%,64.6%,70.3%,54.3%
0.98,6.8%,3.4%,59.3%,67.1%,50.0%
1.90,4.4%,4.4%,71.1%,87.5%,61.5%
2.42,11.4%,9.1%,40.9%,100.0%,69.2%
0.81,12.5%,3.4%,54.5%,81.3%,45.0%
