DR,A%,DF%,1stIn,1st%,2nd%
0.82,13.8%,4.6%,55.4%,72.2%,48.3%
1.42,16.9%,5.6%,55.1%,79.6%,62.5%
2.08,12.0%,2.0%,66.0%,87.9%,70.6%
1.65,12.2%,2.4%,69.5%,86.0%,68.0%
0.76,7.5%,6.3%,58.8%,61.7%,63.6%
0.89,8.2%,3.1%,66.0%,71.9%,45.5%
0.60,0.0%,3.2%,52.4%,72.7%,40.0%
1.05,10.7%,4.5%,50.0%,73.2%,51.8%
1.41,12.5%,3.6%,46.4%,73.1%,66.7%
0.62,1.6%,3.1%,57.8%,56.8%,37.0%
0.80,3.2%,7.4%,62.1%,55.9%,55.6%
0.87,8.7%,0.8%,64.3%,80.2%,44.4%
1.08,5.1%,3.8%,55.7%,75.0%,60.0%
1.68,9.8%,1.6%,62.3%,86.8%,65.2%
1.22,9.9%,7.0%,63.4%,80.0%,57.7%
0.74,8.8%,7.0%,63.2%,69.4%,42.9%
0.89,10.4%,9.4%,59.4%,76.2%,46.5%
1.10,16.3%,5.4%,62.0%,84.2%,48.6%
0.74,3.3%,6.7%,45.0%,81.5%,45.5%
1.32,11.9%,3.0%,61.2%,73.2%,69.2%
1.07,7.5%,6.3%,65.0%,71.2%,39.3%
1.41,3.3%,3.3%,70.0%,76.2%,66.7%
1.76,9.3%,1.9%,64.8%,82.9%,63.2%
0.81,6.9%,6.9%,61.8%,65.1%,41.0%
1.86,18.4%,2.0%,79.6%,79.5%,60.0%
1.17,7.7%,5.1%,59.0%,67.4%,56.3%
1.17,5.0%,5.9%,58.4%,69.5%,57.1%
0.82,10.4%,8.3%,70.8%,52.9%,35.7%
0.85,6.4%,8.0%,58.4%,74.0%,50.0%
1.08,20.3%,4.1%,50.0%,91.9%,54.1%
0.72,7.8%,9.4%,59.4%,68.4%,42.3%
1.36,16.4%,5.5%,47.3%,84.6%,58.6%
0.86,17.3%,2.9%,66.3%,78.3%,54.3%
0.97,13.3%,6.1%,63.3%,79.0%,52.8%
1.54,10.2%,2.0%,53.1%,76.9%,60.9%
0.95,13.6%,8.0%,53.4%,76.6%,53.7%
1.13,13.2%,3.3%,54.9%,84.0%,56.1%
0.89,9.5%,8.9%,56.5%,71.6%,46.6%
0.69,6.1%,5.1%,49.5%,73.5%,50.0%
1.74,5.7%,1.9%,64.2%,82.4%,63.2%
0.52,7.2%,5.8%,58.0%,75.0%,37.9%
1.50,20.2%,6.7%,64.0%,78.9%,56.3%
1.07,12.7%,11.8%,51.4%,79.6%,39.3%
0.84,8.6%,7.9%,52.3%,67.1%,48.6%
0.84,4.8%,10.8%,41.0%,67.6%,46.9%
0.79,10.4%,5.2%,51.1%,81.2%,45.5%
1.85,15.0%,3.3%,55.0%,90.9%,74.1%
1.90,14.9%,4.3%,57.4%,70.4%,80.0%
0.63,15.8%,1.8%,54.4%,80.6%,50.0%
1.22,7.2%,7.2%,47.8%,75.8%,55.6%
0.50,1.8%,5.4%,57.1%,53.1%,54.2%
1.76,9.1%,3.6%,60.0%,78.8%,63.6%
