DR,A%,DF%,1stIn,1st%,2nd%
1.49,2.7%,1.4%,67.6%,74.0%,66.7%
0.77,7.9%,8.9%,58.4%,71.2%,45.2%
1.22,9.5%,8.1%,51.4%,86.8%,52.8%
0.60,9.3%,7.2%,57.7%,67.9%,48.8%
1.53,23.3%,6.7%,56.7%,85.3%,53.8%
0.89,5.0%,11.6%,50.4%,65.6%,48.3%
1.10,3.8%,11.5%,50.4%,66.7%,50.8%
1.09,0.6%,4.5%,52.2%,59.8%,52.0%
0.75,3.2%,4.3%,63.4%,67.8%,52.9%
0.92,2.3%,3.0%,60.9%,63.0%,51.9%
0.98,3.1%,4.1%,66.3%,66.2%,51.5%
1.14,1.0%,10.4%,50.0%,58.3%,50.0%
1.21,3.3%,6.6%,58.2%,81.1%,44.7%
0.99,3.1%,6.9%,43.8%,66.7%,52.1%
1.42,5.5%,7.3%,54.5%,76.7%,56.0%
1.08,9.5%,7.1%,48.8%,80.5%,62.8%
1.16,3.9%,5.9%,51.0%,76.9%,48.0%
0.73,2.7%,2.7%,64.5%,57.7%,46.2%
1.11,4.5%,4.5%,61.9%,71.9%,52.5%
0.78,1.8%,3.6%,50.0%,71.4%,67.9%
0.87,2.5%,11.0%,54.2%,64.1%,53.7%
0.50,2.4%,4.8%,63.1%,56.6%,41.9%
0.87,6.1%,4.1%,71.4%,70.0%,57.1%
1.05,1.5%,2.9%,63.2%,72.1%,48.0%
1.15,3.9%,6.5%,67.5%,71.2%,44.0%
0.35,2.3%,6.8%,72.7%,37.5%,41.7%
1.23,1.6%,3.2%,71.4%,71.1%,50.0%
1.42,0.0%,4.4%,51.5%,62.9%,60.6%
0.78,11.2%,9.3%,60.7%,72.3%,42.9%
0.92,3.9%,6.6%,64.5%,71.4%,37.0%
0.96,0.0%,3.8%,65.8%,63.5%,44.4%
0.79,1.8%,8.0%,56.6%,67.2%,46.9%
0.91,6.3%,12.5%,39.1%,68.0%,59.0%
1.20,18.2%,5.2%,66.2%,72.5%,61.5%
1.40,8.5%,5.1%,50.8%,70.0%,62.1%
0.80,8.4%,9.2%,58.0%,72.5%,48.0%
0.88,9.4%,5.2%,56.3%,64.8%,52.4%
1.38,22.1%,1.2%,60.5%,80.8%,61.8%
1.37,8.5%,6.8%,45.8%,85.2%,56.3%
0.67,7.2%,5.8%,46.4%,62.5%,43.2%
0.97,12.6%,7.6%,45.4%,74.1%,47.7%
0.85,8.0%,11.4%,54.5%,77.1%,42.5%
0.88,10.8%,4.6%,60.0%,70.5%,57.7%
1.05,6.6%,8.8%,62.0%,71.8%,42.3%
1.08,7.6%,6.2%,62.1%,72.2%,49.1%
0.92,4.9%,3.7%,65.9%,72.2%,42.9%
1.34,13.3%,13.3%,60.0%,86.1%,33.3%
1.38,13.6%,4.5%,50.0%,81.8%,48.5%
0.84,5.8%,6.8%,52.4%,79.6%,61.2%
1.04,6.5%,6.5%,58.1%,66.7%,46.2%
0.75,10.2%,10.2%,54.6%,79.7%,49.0%
0.72,12.3%,6.8%,63.0%,69.6%,44.4%
1.96,8.7%,0.0%,65.2%,80.0%,62.5%
1.15,4.0%,6.7%,60.0%,73.3%,56.7%
1.15,9.6%,5.5%,56.2%,78.0%,46.9%
1.83,13.0%,4.3%,47.8%,81.8%,62.5%
1.03,8.0%,5.3%,57.3%,69.8%,56.3%
0.98,10.2%,7.6%,56.8%,77.6%,47.1%
0.45,7.5%,15.1%,50.9%,70.4%,38.5%
0.78,8.4%,4.2%,65.5%,60.3%,51.2%
0.99,10.9%,4.5%,52.7%,79.3%,53.8%
2.42,2.0%,2.0%,66.7%,85.3%,82.4%
0.76,6.3%,6.3%,56.3%,69.4%,50.0%
0.95,2.4%,3.2%,62.9%,69.2%,52.2%
1.30,9.2%,5.9%,45.4%,81.5%,63.1%
1.03,2.9%,5.0%,60.7%,67.1%,49.1%
0.74,4.5%,6.1%,60.6%,52.5%,53.8%
0.59,0.0%,5.8%,56.5%,59.0%,40.0%
0.91,4.4%,8.9%,46.7%,78.6%,47.9%
1.02,4.0%,2.7%,54.7%,65.9%,55.9%
1.24,7.9%,5.3%,52.6%,75.0%,55.6%
1.12,6.8%,5.4%,45.9%,70.6%,67.5%
0.86,4.8%,4.8%,47.6%,60.0%,49.1%
1.22,6.8%,9.7%,56.3%,69.0%,55.6%
1.50,7.0%,7.0%,50.9%,86.2%,53.6%
0.64,4.8%,6.3%,47.6%,53.3%,51.5%
0.58,2.4%,6.1%,63.4%,51.9%,36.7%
0.78,9.5%,9.5%,61.9%,89.7%,29.2%
