DR,A%,DF%,1stIn,1st%,2nd%
0.90,0.9%,4.6%,56.0%,68.9%,45.8%
0.77,4.8%,4.8%,48.2%,75.0%,46.5%
0.70,8.0%,3.5%,50.4%,75.4%,57.1%
5.65,12.9%,3.2%,61.3%,94.7%,83.3%
0.98,3.7%,2.8%,56.0%,54.1%,54.2%
1.41,1.8%,1.8%,53.6%,76.7%,46.2%
0.70,1.7%,1.7%,48.3%,62.1%,54.8%
0.77,1.4%,5.5%,63.0%,60.9%,37.0%
1.34,11.8%,3.9%,67.1%,84.3%,52.0%
0.94,1.4%,2.7%,58.1%,67.4%,51.6%
1.36,3.1%,3.1%,50.0%,78.1%,68.8%
0.69,7.6%,6.1%,57.6%,76.3%,39.3%
1.13,6.3%,3.1%,55.2%,77.4%,51.2%
0.81,5.5%,1.8%,60.0%,71.2%,38.6%
1.07,8.1%,1.8%,56.8%,74.6%,52.1%
0.43,1.4%,7.1%,57.1%,62.5%,46.7%
1.06,15.5%,2.4%,58.3%,73.5%,48.6%
0.93,2.7%,6.8%,69.9%,72.5%,27.3%
0.66,2.5%,1.3%,60.0%,60.4%,46.9%
1.09,3.4%,2.3%,50.0%,81.8%,47.7%
1.33,9.8%,4.9%,60.7%,70.3%,41.7%
1.60,11.7%,1.7%,58.3%,82.9%,64.0%
5.75,14.3%,0.0%,68.6%,91.7%,90.9%
0.71,7.2%,2.9%,53.2%,68.9%,58.5%
0.61,11.8%,2.0%,72.5%,62.2%,57.1%
1.88,9.3%,2.3%,69.8%,70.0%,76.9%
0.68,8.2%,1.2%,65.9%,76.8%,58.6%
1.35,8.2%,1.4%,65.8%,66.7%,80.0%
1.16,4.4%,1.1%,72.2%,73.8%,40.0%
0.92,2.1%,3.1%,66.7%,73.4%,53.1%
0.48,4.3%,2.1%,59.6%,64.3%,42.1%
0.66,3.5%,0.0%,66.7%,71.1%,42.1%
1.12,7.0%,5.6%,59.2%,73.8%,58.6%
1.29,3.4%,6.8%,52.5%,83.9%,50.0%
1.50,6.6%,1.6%,54.1%,78.8%,53.6%
0.77,6.9%,6.9%,58.3%,69.0%,36.7%
0.67,1.2%,8.1%,57.0%,63.3%,29.7%
1.09,6.8%,7.6%,56.1%,75.7%,41.4%
1.34,8.2%,6.4%,52.7%,75.9%,61.5%
1.16,4.4%,1.1%,61.1%,74.5%,54.3%
1.16,8.0%,2.3%,66.7%,72.4%,69.0%
1.03,2.0%,5.1%,71.4%,71.4%,50.0%
1.36,16.4%,4.5%,56.7%,78.9%,51.7%
1.08,4.1%,5.1%,50.0%,71.4%,53.1%
0.84,5.0%,3.3%,65.0%,69.2%,61.9%
1.39,13.1%,6.6%,62.3%,65.8%,69.6%
0.76,5.2%,6.7%,59.0%,65.8%,50.9%
1.14,3.1%,4.7%,59.8%,80.3%,51.0%
0.99,6.7%,2.5%,61.3%,73.0%,55.6%
0.75,3.4%,10.2%,50.8%,63.3%,37.9%
1.13,6.7%,1.9%,51.4%,77.8%,41.2%
