DR,A%,DF%,1stIn,1st%,2nd%
1.29,11.6%,7.0%,53.5%,84.8%,60.0%
0.96,7.9%,7.0%,57.0%,72.3%,51.0%
1.03,2.0%,6.1%,50.5%,74.0%,51.0%
1.58,7.9%,3.2%,52.4%,69.7%,66.7%
0.73,10.6%,1.5%,66.7%,65.9%,54.5%
1.43,14.3%,5.7%,64.3%,77.8%,56.0%
0.32,10.3%,1.7%,70.7%,63.4%,52.9%
1.20,10.0%,5.7%,61.4%,72.1%,59.3%
1.14,5.6%,1.4%,69.0%,77.6%,59.1%
1.58,21.2%,3.8%,59.6%,83.9%,52.4%
0.99,13.9%,5.6%,62.5%,75.6%,40.7%
1.01,10.3%,5.2%,63.8%,66.2%,59.5%
1.53,17.2%,1.7%,58.6%,82.4%,58.3%
1.30,15.5%,4.2%,64.8%,80.4%,48.0%
1.11,12.6%,2.3%,63.2%,74.5%,56.3%
1.56,8.6%,4.3%,65.7%,78.3%,62.5%
1.07,9.2%,3.1%,68.4%,73.1%,67.7%
1.37,16.9%,1.4%,70.4%,80.0%,57.1%
3.70,18.9%,2.7%,59.5%,100.0%,66.7%
1.15,9.5%,6.0%,54.8%,76.1%,60.5%
1.21,10.3%,2.9%,63.2%,65.1%,48.0%
1.21,7.7%,3.8%,60.3%,63.8%,54.8%
1.08,10.2%,1.9%,63.9%,73.9%,53.8%
0.88,8.5%,6.2%,63.6%,73.2%,46.8%
1.64,22.1%,2.3%,61.6%,86.8%,54.5%
0.88,7.2%,3.1%,62.9%,63.9%,66.7%
1.36,4.4%,5.9%,58.8%,85.0%,64.3%
1.20,4.5%,3.0%,74.6%,68.0%,47.1%
2.51,22.7%,4.5%,77.3%,88.2%,70.0%
0.68,6.0%,9.0%,62.7%,76.2%,36.0%
1.00,5.1%,4.1%,63.3%,77.4%,52.8%
1.03,11.9%,1.5%,71.6%,72.9%,73.7%
1.60,11.3%,1.4%,60.6%,81.4%,75.0%
0.72,4.4%,2.9%,51.5%,62.9%,33.3%
1.10,1.1%,5.4%,57.6%,66.0%,53.8%
0.84,3.8%,4.8%,56.2%,62.7%,37.0%
1.03,2.6%,5.1%,66.7%,71.2%,57.7%
1.52,5.3%,0.0%,63.2%,80.6%,71.4%
0.88,9.2%,4.2%,65.5%,71.8%,39.0%
1.77,5.9%,2.0%,54.9%,85.7%,65.2%
1.11,10.0%,7.3%,62.7%,73.9%,31.7%
0.58,8.1%,6.8%,60.8%,66.7%,48.3%
0.81,8.2%,7.2%,59.8%,67.2%,46.2%
1.59,11.5%,7.7%,46.2%,79.2%,60.7%
0.38,2.2%,2.2%,58.7%,44.4%,63.2%
1.25,1.3%,1.3%,52.5%,73.8%,47.4%
2.22,7.3%,4.9%,61.0%,68.0%,75.0%
1.16,0.0%,8.8%,63.2%,67.4%,44.0%
0.39,2.8%,5.6%,47.2%,58.8%,31.6%
0.85,3.8%,5.7%,56.6%,76.7%,60.9%
0.89,8.5%,4.2%,66.2%,74.5%,62.5%
1.06,7.6%,3.3%,59.8%,60.0%,51.4%
0.80,13.8%,3.7%,66.1%,69.4%,51.4%
2.15,16.7%,11.9%,50.0%,95.2%,57.1%
0.83,8.5%,6.4%,55.3%,75.0%,42.9%
1.25,4.9%,6.2%,53.1%,76.7%,65.8%
0.97,12.6%,5.3%,56.8%,72.2%,51.2%
0.75,13.1%,9.8%,50.8%,74.2%,43.3%
1.21,16.9%,13.8%,56.9%,89.2%,46.4%
