DR,A%,DF%,1stIn,1st%,2nd%
1.60,10.5%,0.0%,70.2%,82.5%,47.1%
1.79,6.0%,0.0%,72.0%,72.2%,71.4%
0.67,3.8%,0.0%,73.6%,61.5%,42.9%
1.65,4.3%,1.4%,70.0%,79.6%,42.9%
0.55,5.1%,5.1%,64.6%,64.7%,46.4%
1.10,4.0%,2.0%,56.4%,66.7%,52.3%
0.66,5.0%,2.5%,50.0%,70.0%,50.0%
1.14,12.5%,0.0%,65.3%,76.6%,44.0%
1.75,8.7%,0.0%,71.7%,69.7%,69.2%
0.74,5.6%,1.9%,70.4%,60.5%,31.3%
1.04,2.8%,1.8%,60.6%,69.7%,60.5%
1.29,5.6%,2.8%,56.9%,73.2%,45.2%
0.73,5.0%,5.0%,61.3%,65.3%,48.4%
0.89,7.4%,2.5%,69.1%,64.3%,36.0%
1.48,3.9%,2.0%,68.6%,77.1%,37.5%
0.74,5.8%,1.4%,53.6%,70.3%,56.3%
1.46,11.7%,0.0%,70.0%,73.8%,55.6%
0.53,0.0%,11.1%,50.0%,55.6%,25.9%
0.79,9.0%,1.5%,55.2%,54.1%,50.0%
1.32,6.0%,1.5%,56.7%,68.4%,65.5%
0.36,0.0%,6.3%,66.7%,68.8%,25.0%
0.75,1.1%,0.0%,83.3%,58.7%,40.0%
0.77,6.7%,1.7%,56.7%,67.6%,38.5%
1.32,1.8%,1.8%,56.1%,71.9%,52.0%
1.42,5.7%,3.8%,62.3%,72.7%,55.0%
4.50,11.1%,0.0%,66.7%,87.5%,91.7%
0.35,0.0%,0.0%,64.3%,48.1%,40.0%
1.42,4.3%,1.4%,62.9%,70.5%,53.8%
0.83,12.2%,2.4%,57.3%,78.7%,45.7%
0.63,11.4%,0.0%,68.2%,50.0%,57.1%
1.15,6.4%,0.0%,70.2%,74.2%,53.6%
0.96,5.4%,1.5%,66.9%,70.1%,62.8%
0.12,1.5%,0.0%,58.8%,52.5%,46.4%
0.59,0.0%,1.3%,59.5%,63.8%,43.8%
1.38,15.2%,2.2%,70.7%,73.8%,66.7%
1.08,1.8%,1.8%,70.2%,82.5%,47.1%
1.03,6.5%,2.8%,67.6%,67.1%,45.7%
0.44,11.3%,3.2%,74.2%,60.9%,37.5%
0.90,5.4%,0.0%,68.8%,57.8%,62.1%
1.57,2.1%,0.0%,72.9%,68.6%,53.8%
0.68,5.7%,2.3%,63.6%,62.5%,50.0%
1.25,0.0%,2.8%,58.3%,59.5%,53.3%
0.84,10.7%,0.7%,71.3%,68.2%,34.9%
0.96,2.8%,1.4%,67.1%,67.7%,53.2%
1.51,8.9%,0.0%,68.9%,64.5%,57.1%
1.55,8.2%,1.6%,77.0%,76.6%,50.0%
1.14,11.9%,0.0%,65.3%,63.6%,57.1%
1.13,14.8%,0.9%,63.0%,79.4%,45.0%
0.86,13.8%,0.0%,67.0%,71.4%,48.4%
0.70,1.7%,1.7%,51.7%,67.7%,55.2%
1.68,6.3%,0.0%,60.9%,76.9%,72.0%
0.77,9.1%,2.3%,61.4%,77.8%,44.1%
1.13,5.7%,4.6%,51.7%,73.3%,50.0%
1.76,11.6%,7.0%,62.8%,81.5%,50.0%
0.61,15.6%,6.7%,37.8%,70.6%,50.0%
1.00,12.5%,1.9%,68.3%,70.4%,48.5%
1.00,7.0%,1.9%,61.8%,73.2%,45.0%
1.09,6.4%,1.9%,60.5%,64.2%,58.1%
1.07,8.2%,3.1%,59.8%,77.6%,43.6%
1.08,6.1%,0.0%,61.6%,68.9%,36.8%
1.16,10.3%,2.1%,68.0%,75.8%,48.4%
0.90,1.1%,1.1%,67.8%,52.5%,46.4%
