DR,A%,DF%,1stIn,1st%,2nd%
0.79,1.1%,5.7%,53.4%,61.7%,34.1%
0.63,0.0%,9.8%,52.9%,48.1%,37.5%
0.90,5.5%,6.4%,52.3%,75.4%,63.5%
1.21,6.6%,5.5%,47.3%,74.4%,52.1%
2.20,10.9%,8.7%,60.9%,85.7%,61.1%
1.17,5.6%,9.0%,49.4%,65.9%,48.9%
0.61,0.0%,4.0%,60.0%,50.0%,25.0%
1.10,2.8%,1.4%,52.1%,73.0%,55.9%
1.65,3.9%,2.0%,49.0%,72.0%,61.5%
1.57,5.9%,0.0%,56.9%,72.4%,45.5%
1.17,6.9%,4.6%,56.3%,73.5%,52.6%
0.99,6.5%,1.1%,55.4%,70.6%,43.9%
1.27,6.2%,1.5%,60.0%,71.8%,76.9%
0.72,1.6%,3.2%,61.3%,60.5%,37.5%
1.02,12.3%,7.4%,52.5%,85.9%,44.8%
0.75,7.9%,3.2%,54.0%,64.7%,37.9%
1.65,7.9%,1.6%,57.1%,75.0%,59.3%
3.68,12.2%,0.0%,46.3%,89.5%,86.4%
0.44,3.6%,1.8%,61.8%,58.8%,38.1%
1.97,4.7%,7.0%,58.1%,76.0%,66.7%
2.95,8.6%,2.9%,48.6%,94.1%,66.7%
0.94,0.0%,10.4%,44.8%,60.0%,48.6%
0.74,6.5%,4.6%,64.8%,62.9%,50.0%
1.00,3.4%,8.0%,48.9%,60.5%,55.6%
0.71,0.0%,8.8%,49.1%,57.1%,27.6%
1.87,11.1%,1.6%,61.9%,89.7%,66.7%
0.74,6.3%,10.0%,60.0%,66.7%,40.6%
0.61,3.3%,6.6%,49.2%,60.0%,51.6%
1.43,10.3%,5.9%,54.4%,78.4%,51.6%
0.96,7.7%,11.5%,51.9%,77.8%,44.0%
0.91,3.0%,11.9%,61.2%,68.3%,30.8%
0.36,4.1%,4.1%,55.1%,66.7%,27.3%
1.14,3.1%,3.1%,57.3%,61.8%,58.5%
1.14,1.0%,1.0%,56.6%,67.9%,53.5%
0.72,1.5%,11.9%,52.2%,62.9%,43.8%
1.14,2.3%,7.0%,52.3%,60.0%,58.5%
1.15,3.9%,2.9%,67.0%,66.7%,50.0%
0.87,1.8%,8.8%,45.6%,61.5%,64.5%
0.63,2.8%,9.7%,50.0%,61.1%,52.8%
0.66,1.7%,11.9%,64.4%,55.3%,33.3%
1.22,5.0%,5.0%,48.3%,65.5%,45.2%
1.27,4.7%,12.5%,51.6%,69.7%,58.1%
0.98,7.9%,10.1%,51.7%,73.9%,32.6%
