DR,A%,DF%,1stIn,1st%,2nd%
0.87,3.4%,2.2%,61.8%,63.6%,32.4%
0.51,3.3%,3.3%,50.8%,61.3%,43.3%
1.24,2.2%,1.1%,59.3%,70.4%,54.1%
1.20,1.4%,1.4%,78.4%,63.8%,56.3%
1.04,6.0%,1.0%,57.0%,66.7%,58.1%
1.02,5.6%,3.3%,51.1%,76.1%,54.5%
0.91,2.1%,6.4%,52.1%,59.2%,42.2%
0.62,0.0%,2.3%,47.7%,61.9%,30.4%
0.67,1.9%,5.8%,53.8%,50.0%,45.8%
0.75,10.3%,3.4%,56.9%,63.6%,48.0%
0.79,7.0%,4.2%,64.8%,69.6%,32.0%
1.74,12.8%,0.0%,51.1%,87.5%,56.5%
0.66,2.0%,3.0%,66.7%,63.6%,42.4%
1.13,7.1%,2.7%,64.6%,72.6%,60.0%
1.32,5.7%,2.9%,57.1%,60.0%,60.0%
0.98,7.9%,3.2%,69.8%,63.6%,52.6%
2.43,10.7%,0.0%,50.0%,85.7%,64.3%
1.71,5.6%,1.9%,59.3%,84.4%,68.2%
0.97,11.1%,4.4%,62.2%,67.9%,50.0%
1.01,0.0%,5.5%,74.0%,61.1%,52.6%
1.92,10.9%,0.0%,67.4%,83.9%,66.7%
1.22,5.0%,0.0%,68.3%,63.4%,63.2%
1.67,8.2%,2.0%,71.4%,74.3%,78.6%
1.42,4.8%,4.8%,58.7%,75.7%,46.2%
0.70,3.1%,3.9%,58.6%,60.0%,47.2%
0.82,2.6%,5.3%,53.9%,56.1%,42.9%
0.83,2.2%,5.6%,66.7%,70.0%,53.3%
0.94,8.8%,5.9%,52.9%,77.8%,34.4%
0.82,10.3%,1.7%,74.1%,72.1%,26.7%
0.96,16.4%,0.0%,71.8%,70.9%,58.1%
1.04,8.9%,0.0%,65.8%,71.2%,74.1%
0.71,11.1%,4.4%,51.1%,78.3%,31.8%
1.09,1.8%,0.9%,63.3%,72.5%,52.5%
1.02,4.8%,4.8%,68.7%,71.9%,46.2%
1.23,7.2%,7.2%,66.7%,73.9%,52.2%
1.02,4.3%,4.3%,51.4%,75.0%,52.9%
1.55,14.6%,0.0%,75.0%,77.8%,33.3%
2.14,7.7%,5.1%,46.2%,72.2%,76.2%
1.35,4.8%,3.2%,67.7%,78.6%,45.0%
0.77,3.1%,1.5%,64.9%,65.9%,45.7%
1.10,3.0%,0.0%,64.4%,73.6%,52.1%
1.09,5.0%,6.3%,58.8%,76.6%,51.5%
0.94,9.9%,1.1%,67.0%,77.0%,36.7%
1.04,6.4%,2.1%,62.8%,81.4%,60.0%
0.62,8.1%,1.6%,53.2%,69.7%,34.5%
1.68,14.3%,4.1%,71.4%,85.7%,50.0%
0.74,2.2%,5.6%,57.8%,53.8%,44.7%
0.87,5.6%,3.3%,64.4%,75.9%,40.6%
1.35,7.4%,2.5%,67.9%,74.5%,50.0%
1.61,12.0%,4.0%,60.0%,83.3%,50.0%
0.89,3.1%,0.0%,56.3%,61.1%,50.0%
1.18,1.3%,2.5%,68.4%,70.4%,56.0%
1.04,4.7%,8.1%,60.5%,75.0%,44.1%
0.72,5.9%,2.4%,61.2%,61.5%,42.4%
0.78,1.2%,2.4%,57.3%,42.6%,51.4%
0.78,1.0%,2.1%,66.0%,50.0%,57.6%
1.20,2.2%,3.3%,67.8%,70.5%,55.2%
1.01,4.3%,1.7%,65.2%,74.7%,62.5%
1.34,13.1%,0.0%,70.5%,72.1%,66.7%
1.30,9.2%,7.1%,60.2%,83.1%,41.0%
0.93,8.1%,3.2%,66.1%,70.7%,38.1%
1.77,9.6%,0.0%,53.8%,71.4%,83.3%
0.97,7.2%,6.2%,56.7%,74.5%,45.2%
1.06,9.8%,0.9%,61.6%,76.8%,44.2%
0.55,3.6%,5.4%,53.6%,56.7%,23.1%
1.25,4.8%,4.8%,61.3%,76.3%,41.7%
1.04,7.4%,2.5%,59.3%,81.3%,60.6%
1.05,2.2%,4.5%,55.1%,67.3%,52.5%
0.66,9.4%,4.7%,59.4%,68.4%,50.0%
0.69,9.4%,1.9%,58.5%,58.1%,45.5%
1.59,13.0%,0.0%,72.2%,71.8%,73.3%
0.64,5.7%,4.3%,52.9%,75.7%,30.3%
1.22,5.0%,7.5%,63.7%,70.6%,44.8%
1.23,7.1%,4.3%,72.9%,70.6%,63.2%
0.68,11.4%,3.8%,65.8%,69.2%,40.7%
1.03,8.0%,2.3%,64.4%,80.4%,51.6%
0.41,3.8%,5.7%,54.7%,72.4%,37.5%
0.78,2.5%,8.6%,61.7%,66.0%,45.2%
0.75,1.1%,5.3%,59.6%,55.4%,34.2%
0.71,8.2%,1.2%,58.8%,68.0%,45.7%
1.30,12.9%,4.3%,57.8%,77.6%,53.1%
1.03,8.8%,4.9%,57.8%,72.9%,62.8%
1.63,12.0%,6.0%,56.0%,75.0%,72.7%
0.82,9.3%,6.7%,64.0%,72.9%,33.3%
1.19,8.8%,1.0%,62.7%,67.2%,52.6%
1.21,6.4%,3.8%,57.7%,73.3%,66.7%
0.67,5.6%,0.0%,66.2%,80.9%,45.8%
0.74,2.1%,3.2%,68.4%,75.4%,43.3%
1.28,13.9%,1.3%,58.2%,78.3%,57.6%
