DR,A%,DF%,1stIn,1st%,2nd%
0.67,7.1%,0.9%,68.8%,72.7%,40.0%
1.15,3.3%,6.1%,59.4%,72.0%,46.6%
1.03,2.6%,5.6%,68.2%,69.8%,41.9%
